date,open,high,low,close,volume,pct_chg
1990-01-01,,,,979.43,111.68,0.0
2003-01-02,,,,979.43,111.68,0.0
2003-01-03,,,,976.73,74.16,-0.28
2003-01-06,,,,984.31,63.63,0.78
2003-01-07,,,,981.28,56.18,-0.31
2003-01-08,,,,1008.84,152.5,2.81
2003-01-09,,,,1025.34,318.13,1.64
2003-01-10,,,,1016.34,252.14,-0.88
2003-01-13,,,,1016.08,98.68,-0.03
2003-01-14,,,,1077.75,1120.18,6.07
2003-01-15,,,,1069.45,753.51,-0.77
2003-01-16,,,,1084.33,473.8,1.39
2003-01-17,,,,1079.53,371.02,-0.44
2003-01-20,,,,1083.16,363.75,0.34
2003-01-21,,,,1063.96,279.88,-1.77
2003-01-22,,,,1064.91,202.82,0.09
2003-01-23,,,,1061.62,144.08,-0.31
2003-01-24,,,,1081.32,410.2,1.86
2003-01-27,,,,1095.97,388.32,1.35
2003-01-28,,,,1099.6,252.52,0.33
2003-01-29,,,,1101.43,307.61,0.17
2003-02-10,,,,1086.18,169.7,-1.39
2003-02-11,,,,1094.05,132.1,0.73
2003-02-12,,,,1104.48,204.34,0.95
2003-02-13,,,,1096.9,213.89,-0.69
2003-02-14,,,,1100.62,161.68,0.34
2003-02-17,,,,1089.21,184.13,-1.04
2003-02-18,,,,1089.05,132.09,-0.01
2003-02-19,,,,1098.95,182.01,0.91
2003-02-20,,,,1097.74,193.53,-0.11
2003-02-21,,,,1078.86,215.83,-1.72
2003-02-24,,,,1079.46,144.24,0.06
2003-02-25,,,,1097.75,226.97,1.69
2003-02-26,,,,1098.33,160.4,0.05
2003-02-27,,,,1100.26,199.83,0.18
2003-02-28,,,,1100.65,153.87,0.04
2003-03-03,,,,1109.32,216.4,0.79
2003-03-04,,,,1109.11,182.18,-0.02
2003-03-05,,,,1106.41,137.07,-0.24
2003-03-06,,,,1092.97,198.93,-1.21
2003-03-07,,,,1090.08,159.01,-0.26
2003-03-10,,,,1074.03,170.73,-1.47
2003-03-11,,,,1074.14,114.07,0.01
2003-03-12,,,,1078.87,106.12,0.44
