date,open,high,low,close,volume,pct_chg
1990-01-01,998.1,1009.34,996.75,1009.34,257.86,0.93
2006-01-04,998.1,1009.34,996.75,1009.34,257.86,0.93
2006-01-05,1009.34,1032.72,1009.34,1032.57,412.38,2.3
2006-01-06,1037.55,1050.5,1034.15,1046.89,434.73,1.39
2006-01-09,1049.94,1057.86,1046.38,1057.86,346.91,1.05
2006-01-10,1057.57,1061.69,1051.63,1061.69,323.25,0.36
2006-01-11,1061.41,1075.13,1058.54,1063.56,396.22,0.18
2006-01-12,1064.48,1077.66,1061.64,1077.66,351.8,1.33
2006-01-13,1078.13,1080.41,1071.26,1076.83,279.67,-0.08
2006-01-16,1077.82,1077.82,1063.8,1063.89,294.98,-1.2
2006-01-17,1060.97,1066.92,1060.97,1065.09,240.98,0.11
2006-01-18,1064.8,1088.06,1064.8,1087.02,301.96,2.06
2006-01-19,1089.86,1109.44,1089.0,1106.72,531.23,1.81
2006-01-20,1104.84,1109.88,1102.37,1108.93,394.07,0.2
2006-01-23,1114.8,1122.55,1108.76,1121.93,353.53,1.17
2006-01-24,1124.46,1132.36,1124.42,1125.84,309.9,0.35
2006-01-25,1126.19,1133.63,1125.34,1133.3,271.64,0.66
2006-02-06,1136.65,1165.6,1136.65,1165.6,387.0,2.85
2006-02-07,1166.1,1172.57,1151.11,1160.99,445.94,-0.4
2006-02-08,1160.35,1161.52,1149.78,1160.46,444.83,-0.05
2006-02-09,1160.44,1160.44,1147.36,1149.27,321.43,-0.97
2006-02-10,1149.28,1164.57,1149.28,1164.56,322.78,1.33
2006-02-13,1166.65,1166.65,1153.74,1163.16,299.27,-0.12
2006-02-14,1162.23,1164.91,1157.48,1164.91,210.13,0.15
2006-02-15,1165.66,1173.27,1164.65,1166.65,418.16,0.15
2006-02-16,1165.34,1165.34,1140.95,1146.19,380.52,-1.75
2006-02-17,1159.36,1159.36,1138.39,1141.98,284.77,-0.37
2006-02-20,1144.8,1154.45,1142.8,1149.09,309.83,0.62
2006-02-21,1149.54,1168.06,1143.01,1168.06,503.14,1.65
2006-02-22,1168.32,1184.93,1167.18,1176.42,539.27,0.72
2006-02-23,1176.38,1177.07,1159.5,1172.02,302.92,-0.37
2006-02-24,1174.06,1180.41,1171.92,1180.13,341.01,0.69
2006-02-27,1182.53,1182.53,1171.82,1172.69,262.61,-0.63
2006-02-28,1171.85,1177.72,1157.83,1177.72,246.55,0.43
2006-03-01,1173.95,1176.85,1167.26,1176.85,269.29,-0.07
2006-03-02,1178.66,1185.55,1164.44,1166.62,430.59,-0.87
2006-03-03,1166.03,1178.88,1161.28,1178.21,381.35,0.99
2006-03-06,1178.08,1188.42,1178.08,1183.02,356.97,0.41
2006-03-07,1183.49,1183.49,1154.33,1155.38,390.91,-2.34
2006-03-08,1151.38,1154.52,1131.18,1142.57,362.12,-1.11
2006-03-09,1141.7,1146.03,1137.48,1139.91,215.55,-0.23
2006-03-10,1141.29,1148.22,1141.29,1147.54,259.47,0.67
2006-03-13,1149.39,1164.73,1149.39,1164.68,282.89,1.49
2006-03-14,1161.88,1162.88,1153.2,1161.14,193.79,-0.3
2006-03-15,1160.17,1174.33,1160.17,1174.22,253.34,1.13
2006-03-16,1173.1,1174.9,1168.85,1171.87,219.55,-0.2
2006-03-17,1172.32,1174.12,1163.6,1166.15,221.07,-0.49
2006-03-20,1167.55,1181.12,1164.39,1181.12,196.56,1.28
2006-03-21,1180.74,1189.44,1180.52,1188.4,245.62,0.62
2006-03-22,1187.29,1190.7,1179.86,1190.65,249.36,0.19
2006-03-23,1189.84,1194.68,1184.36,1194.19,335.61,0.3
2006-03-24,1197.67,1201.21,1190.51,1193.08,378.45,-0.09
2006-03-27,1192.14,1195.55,1184.8,1195.51,281.16,0.2
2006-03-28,1195.98,1202.17,1195.37,1202.17,325.85,0.56
2006-03-29,1202.83,1223.27,1202.83,1216.22,477.76,1.17
2006-03-30,1216.59,1218.29,1208.61,1208.61,282.18,-0.63
2006-03-31,1208.07,1211.46,1199.38,1211.46,363.15,0.24
2006-04-03,1213.96,1223.26,1213.55,1223.19,460.9,0.97
2006-04-04,1223.45,1232.31,1219.63,1232.23,485.38,0.74
2006-04-05,1230.51,1235.6,1227.25,1232.65,570.33,0.03
2006-04-06,1233.61,1235.32,1221.66,1229.17,468.46,-0.28
2006-04-07,1228.31,1228.31,1215.96,1227.27,399.91,-0.15
2006-04-10,1227.69,1245.09,1225.73,1245.09,370.09,1.45
2006-04-11,1251.44,1259.55,1244.56,1258.4,482.79,1.07
2006-04-12,1259.19,1259.19,1249.15,1254.39,345.06,-0.32
2006-04-13,1253.13,1261.05,1239.18,1239.73,509.37,-1.17
2006-04-14,1237.58,1273.63,1237.58,1273.63,662.37,2.73
2006-04-17,1273.36,1279.17,1268.57,1279.06,625.75,0.43
2006-04-18,1277.88,1293.88,1269.31,1286.15,521.3,0.55
2006-04-19,1287.59,1288.1,1271.17,1283.84,472.91,-0.18
2006-04-20,1284.58,1284.58,1263.54,1267.52,511.53,-1.27
2006-04-21,1268.48,1282.74,1259.97,1278.46,672.59,0.86
2006-04-24,1295.46,1295.46,1258.4,1258.72,727.71,-1.54
2006-04-25,1262.58,1262.58,1237.32,1255.53,611.67,-0.25
2006-04-26,1259.57,1275.65,1259.57,1275.65,655.34,1.6
2006-04-27,1274.05,1278.28,1261.49,1275.4,546.04,-0.02
2006-04-28,1232.2,1282.05,1232.2,1279.45,643.58,0.32
2006-05-08,1281.4,1319.35,1281.4,1319.35,674.33,3.12
2006-05-09,1322.36,1352.79,1322.36,1352.79,758.78,2.53
2006-05-10,1359.33,1363.34,1337.46,1359.98,759.42,0.53
2006-05-11,1359.78,1387.45,1350.55,1350.55,935.65,-0.69
2006-05-12,1347.25,1377.6,1346.95,1377.6,803.15,2.0
2006-05-15,1386.97,1430.61,1386.97,1430.61,1163.05,3.85
2006-05-16,1452.38,1474.28,1408.49,1413.39,1373.38,-1.2
2006-05-17,1412.29,1439.35,1409.45,1438.08,813.64,1.75
2006-05-18,1431.1,1454.87,1419.82,1447.33,874.51,0.64
2006-05-19,1449.18,1492.44,1448.0,1480.92,954.92,2.32
2006-05-22,1482.71,1532.98,1482.71,1520.34,1077.35,2.66
2006-05-23,1518.44,1518.44,1466.86,1467.72,1088.27,-3.46
2006-05-24,1476.44,1489.03,1397.69,1431.44,824.31,-2.47
2006-05-25,1421.01,1434.43,1402.68,1423.61,528.23,-0.55
2006-05-26,1430.77,1455.21,1430.62,1454.68,504.39,2.18
2006-05-29,1465.08,1504.52,1457.56,1503.17,746.15,3.33
2006-05-30,1512.75,1520.18,1496.33,1519.96,725.12,1.12
2006-05-31,1512.89,1529.87,1502.56,1510.49,677.66,-0.62
2006-06-01,1517.24,1556.05,1517.24,1556.05,789.46,3.02
2006-06-02,1557.0,1577.39,1543.89,1552.32,875.78,-0.24
2006-06-05,1557.32,1571.49,1533.55,1571.49,701.88,1.24
2006-06-06,1568.28,1570.59,1552.89,1557.97,534.91,-0.86
2006-06-07,1559.17,1559.17,1459.19,1459.64,734.7,-6.31
2006-06-08,1444.59,1459.19,1412.47,1459.19,595.84,-0.03
2006-06-09,1459.22,1466.55,1428.48,1429.26,496.3,-2.05
2006-06-12,1422.02,1444.31,1420.09,1433.88,311.82,0.32
2006-06-13,1434.27,1448.78,1418.57,1438.22,355.7,0.3
2006-06-14,1432.24,1432.24,1402.09,1415.65,386.22,-1.57
2006-06-15,1416.08,1430.51,1405.59,1407.57,297.85,-0.57
2006-06-16,1420.11,1439.95,1420.11,1439.95,374.57,2.3
2006-06-19,1429.64,1464.72,1429.64,1459.76,390.12,1.38
2006-06-20,1456.23,1462.69,1447.2,1460.99,326.53,0.09
2006-06-21,1458.13,1468.97,1440.89,1457.89,478.48,-0.21
2006-06-22,1452.72,1454.49,1441.56,1442.59,313.46,-1.05
2006-06-23,1434.89,1442.81,1422.31,1442.81,285.5,0.02
2006-06-26,1444.57,1468.8,1444.57,1468.8,437.71,1.8
2006-06-27,1470.15,1472.98,1461.63,1467.23,417.76,-0.11
2006-06-28,1466.28,1476.56,1458.99,1476.56,353.24,0.64
2006-06-29,1478.62,1514.28,1478.62,1513.96,624.55,2.53
2006-06-30,1519.83,1526.84,1502.78,1512.2,518.22,-0.12
2006-07-03,1519.33,1536.17,1518.33,1536.17,400.3,1.59
2006-07-04,1539.88,1541.68,1516.07,1524.43,529.21,-0.76
2006-07-05,1524.89,1524.89,1494.85,1505.7,378.62,-1.23
2006-07-06,1506.81,1537.53,1506.81,1537.53,408.66,2.11
2006-07-07,1543.11,1543.11,1527.52,1529.34,425.2,-0.53
2006-07-10,1536.56,1536.56,1510.06,1528.4,413.36,-0.06
2006-07-11,1529.95,1533.52,1518.85,1533.45,390.82,0.33
2006-07-12,1531.92,1543.41,1530.54,1534.95,461.97,0.1
2006-07-13,1531.18,1531.18,1445.44,1445.44,656.56,-5.83
2006-07-14,1434.16,1465.33,1434.16,1454.46,383.81,0.62
2006-07-17,1455.07,1475.86,1455.07,1475.86,308.67,1.47
2006-07-18,1476.29,1479.66,1462.46,1479.66,279.84,0.26
2006-07-19,1477.58,1477.79,1447.87,1454.78,360.21,-1.68
2006-07-20,1454.19,1465.57,1445.16,1462.86,280.66,0.56
2006-07-21,1461.67,1468.4,1457.96,1468.4,291.79,0.38
2006-07-24,1451.01,1471.05,1450.39,1470.55,310.14,0.15
2006-07-25,1473.97,1488.85,1473.97,1488.26,325.4,1.2
2006-07-26,1490.02,1493.46,1476.54,1486.15,281.45,-0.14
2006-07-27,1485.21,1489.89,1456.99,1463.38,281.2,-1.53
2006-07-28,1465.05,1471.6,1442.72,1459.53,296.33,-0.26
2006-07-31,1457.28,1457.28,1407.92,1407.92,304.43,-3.54
2006-08-01,1407.69,1415.96,1388.67,1393.26,221.42,-1.04
2006-08-02,1392.89,1397.59,1365.67,1385.75,252.21,-0.54
2006-08-03,1387.27,1390.44,1371.88,1381.68,185.11,-0.29
2006-08-04,1382.75,1391.35,1350.3,1351.01,269.01,-2.22
2006-08-07,1347.37,1348.2,1329.04,1329.83,213.69,-1.57
2006-08-08,1329.92,1367.14,1329.92,1367.14,192.96,2.81
2006-08-09,1369.24,1372.35,1359.39,1366.93,168.25,-0.02
2006-08-10,1366.36,1387.88,1366.36,1387.88,279.06,1.53
2006-08-11,1386.92,1392.78,1380.96,1389.53,226.91,0.12
2006-08-14,1389.93,1393.14,1357.68,1363.24,216.39,-1.89
2006-08-15,1363.16,1383.33,1356.61,1383.33,203.65,1.47
2006-08-16,1385.4,1404.2,1380.83,1404.2,260.41,1.51
2006-08-17,1405.57,1405.57,1376.13,1384.41,200.8,-1.41
2006-08-18,1382.43,1389.82,1373.64,1375.5,153.63,-0.64
2006-08-21,1341.14,1375.44,1341.14,1375.44,179.42,-0.01
2006-08-22,1374.55,1386.88,1372.59,1382.8,214.09,0.54
2006-08-23,1382.43,1390.2,1376.5,1382.85,245.11,0.0
2006-08-24,1382.57,1386.63,1367.86,1386.63,171.37,0.27
2006-08-25,1388.86,1395.63,1387.75,1391.61,233.85,0.36
2006-08-28,1395.6,1422.42,1395.52,1422.42,301.94,2.21
2006-08-29,1431.27,1442.92,1420.26,1420.79,338.67,-0.11
2006-08-30,1418.57,1428.64,1411.51,1427.75,218.53,0.49
2006-08-31,1428.16,1450.95,1428.16,1450.95,300.06,1.63
2006-09-01,1446.79,1453.46,1427.8,1437.68,296.01,-0.92
2006-09-04,1439.17,1456.89,1439.17,1456.89,238.69,1.34
2006-09-05,1458.32,1462.61,1450.26,1452.09,242.53,-0.33
2006-09-06,1455.37,1457.26,1439.11,1457.18,249.15,0.35
2006-09-07,1454.71,1454.71,1434.25,1436.31,440.98,-1.43
2006-09-08,1434.2,1443.39,1432.82,1434.8,232.54,-0.11
2006-09-11,1437.84,1442.75,1420.81,1442.75,209.45,0.55
2006-09-12,1439.76,1450.61,1439.76,1447.21,358.77,0.31
2006-09-13,1447.96,1454.42,1435.35,1435.35,399.08,-0.82
2006-09-14,1432.04,1434.53,1419.29,1431.42,292.61,-0.27
2006-09-15,1430.53,1453.21,1430.44,1452.73,404.96,1.49
2006-09-18,1457.76,1476.92,1457.76,1476.92,412.39,1.67
2006-09-19,1479.68,1482.22,1469.18,1472.7,264.24,-0.29
2006-09-20,1470.96,1476.11,1462.94,1471.6,225.09,-0.07
2006-09-21,1472.94,1481.63,1471.98,1476.19,286.66,0.31
2006-09-22,1477.43,1478.23,1460.28,1460.99,266.73,-1.03
2006-09-25,1458.86,1464.91,1445.21,1452.01,261.89,-0.62
2006-09-26,1451.15,1451.68,1438.42,1444.73,192.79,-0.5
2006-09-27,1444.21,1450.9,1440.43,1450.9,150.76,0.43
2006-09-28,1452.16,1463.41,1452.12,1459.8,248.71,0.61
2006-09-29,1460.54,1477.09,1460.54,1473.44,260.81,0.93
2006-10-09,1486.15,1498.53,1486.15,1498.53,339.28,1.7
2006-10-10,1501.68,1510.38,1496.29,1507.37,651.16,0.59
2006-10-11,1509.11,1516.44,1504.77,1515.78,472.68,0.56
2006-10-12,1517.82,1537.39,1511.39,1525.53,744.94,0.64
2006-10-13,1525.63,1537.42,1525.63,1532.8,440.01,0.48
2006-10-16,1535.21,1547.85,1528.98,1530.98,451.73,-0.12
2006-10-17,1530.73,1539.98,1522.11,1524.52,345.35,-0.42
2006-10-18,1524.01,1546.22,1524.01,1546.22,374.15,1.42
2006-10-19,1545.99,1553.08,1539.77,1546.1,347.65,-0.01
2006-10-20,1548.02,1553.97,1542.22,1542.22,352.12,-0.25
2006-10-23,1542.81,1552.03,1508.08,1513.69,506.97,-1.85
2006-10-24,1511.32,1544.07,1511.32,1544.07,467.18,2.01
2006-10-25,1543.34,1550.42,1526.98,1539.77,531.46,-0.28
2006-10-26,1539.77,1549.81,1532.89,1545.22,484.63,0.35
2006-10-27,1545.09,1549.05,1526.02,1536.59,654.02,-0.56
2006-10-30,1533.72,1563.42,1533.72,1563.42,787.07,1.75
2006-10-31,1563.55,1581.33,1563.05,1580.26,643.15,1.08
2006-11-01,1580.24,1596.62,1580.24,1596.59,607.14,1.03
2006-11-02,1597.45,1614.58,1592.89,1614.58,688.54,1.13
2006-11-03,1617.14,1627.49,1608.9,1609.57,663.27,-0.31
2006-11-06,1598.41,1638.24,1598.41,1637.19,742.29,1.72
2006-11-07,1641.35,1641.35,1608.11,1630.21,721.43,-0.43
2006-11-08,1629.52,1629.52,1600.89,1601.67,486.86,-1.75
2006-11-09,1594.1,1619.8,1593.63,1614.23,538.76,0.79
2006-11-10,1614.64,1619.44,1571.96,1579.18,723.91,-2.17
2006-11-13,1578.09,1580.97,1526.96,1532.59,485.18,-2.95
2006-11-14,1526.41,1534.19,1497.55,1534.19,445.14,0.11
2006-11-15,1531.36,1585.04,1529.49,1583.14,632.43,3.19
2006-11-16,1586.45,1602.35,1567.38,1567.52,772.83,-0.99
2006-11-17,1562.43,1599.43,1561.62,1599.43,594.48,2.04
2006-11-20,1603.71,1611.11,1594.67,1611.11,664.02,0.73
2006-11-21,1610.67,1626.43,1588.27,1626.43,702.03,0.95
2006-11-22,1625.52,1646.49,1621.17,1634.2,727.84,0.48
2006-11-23,1633.27,1656.0,1633.27,1650.44,637.84,0.99
2006-11-24,1650.15,1673.7,1637.77,1668.14,678.04,1.07
2006-11-27,1665.49,1694.77,1665.49,1694.77,703.97,1.6
2006-11-28,1694.0,1694.0,1671.79,1681.46,614.6,-0.79
2006-11-29,1660.47,1707.64,1659.37,1703.06,634.92,1.29
2006-11-30,1707.11,1762.67,1707.11,1753.73,898.93,2.98
2006-12-01,1757.54,1791.84,1757.54,1774.12,892.4,1.16
2006-12-04,1779.16,1813.24,1779.16,1809.32,911.55,1.98
2006-12-05,1815.19,1819.31,1798.45,1807.26,813.25,-0.11
2006-12-06,1809.21,1817.55,1742.86,1778.99,936.53,-1.56
2006-12-07,1774.91,1824.97,1774.91,1792.97,927.78,0.79
2006-12-08,1774.65,1784.49,1728.66,1728.96,735.91,-3.57
2006-12-11,1743.25,1789.63,1739.67,1789.63,580.74,3.51
2006-12-12,1796.14,1809.65,1766.44,1803.88,652.25,0.8
2006-12-13,1804.79,1812.05,1791.25,1807.82,641.73,0.22
2006-12-14,1811.15,1832.27,1811.15,1832.27,568.88,1.35
2006-12-15,1842.69,1856.34,1836.83,1856.34,641.1,1.31
2006-12-18,1865.56,1888.46,1865.56,1885.21,887.78,1.56
2006-12-19,1897.45,1904.15,1859.75,1904.15,895.08,1.01
2006-12-20,1895.65,1911.36,1889.01,1911.36,720.66,0.38
2006-12-21,1916.42,1916.42,1876.26,1877.15,859.89,-1.79
2006-12-22,1882.61,1882.61,1845.43,1857.37,603.18,-1.05
2006-12-25,1876.63,1892.83,1865.46,1882.62,658.12,1.36
2006-12-26,1887.47,1897.2,1866.21,1888.26,792.1,0.3
2006-12-27,1888.26,1920.6,1888.26,1920.0,759.39,1.68
2006-12-28,1921.77,1928.4,1883.26,1898.51,677.85,-1.12
2006-12-29,1902.44,1975.18,1902.44,1965.42,953.5,3.52
2007-01-04,1984.46,2053.75,1984.46,2015.58,1439.63,2.55
2007-01-05,2014.58,2086.64,2014.58,2086.64,1394.71,3.53
2007-01-08,2094.39,2154.54,2094.39,2154.54,1084.49,3.25
2007-01-09,2159.76,2214.65,2149.85,2209.84,1059.46,2.57
2007-01-10,2214.58,2260.7,2196.71,2260.7,1038.06,2.3
2007-01-11,2263.27,2311.3,2241.76,2242.93,1015.57,-0.79
2007-01-12,2226.27,2251.22,2135.47,2136.72,1083.21,-4.74
2007-01-15,2133.36,2249.24,2133.36,2249.24,913.33,5.27
2007-01-16,2258.64,2291.88,2242.08,2291.88,1079.29,1.9
2007-01-17,2299.11,2357.08,2254.77,2298.6,1286.79,0.29
2007-01-18,2293.61,2311.48,2229.99,2311.48,1098.83,0.56
2007-01-19,2320.77,2397.8,2320.77,2397.8,1263.38,3.74
2007-01-22,2412.8,2510.42,2412.8,2510.42,1166.57,4.7
2007-01-23,2530.95,2554.35,2470.24,2554.35,1554.75,1.75
2007-01-24,2555.34,2580.4,2539.47,2568.24,1323.89,0.54
2007-01-25,2541.53,2541.53,2441.93,2441.93,1154.49,-4.92
2007-01-26,2426.01,2465.94,2322.28,2464.43,1050.06,0.92
2007-01-29,2480.87,2541.62,2480.87,2541.62,1050.37,3.13
2007-01-30,2554.74,2578.0,2531.5,2553.71,1185.56,0.48
2007-01-31,2546.7,2546.7,2383.48,2392.33,1092.57,-6.32
2007-02-01,2361.02,2417.09,2316.96,2392.31,918.2,0.0
2007-02-02,2392.46,2392.46,2321.99,2322.0,920.14,-2.94
2007-02-05,2314.52,2347.86,2307.85,2325.27,688.59,0.14
2007-02-06,2335.04,2373.91,2292.46,2373.91,1260.67,2.09
2007-02-07,2388.2,2423.66,2388.2,2415.6,1184.76,1.76
2007-02-08,2433.14,2490.39,2420.92,2490.39,1081.5,3.1
2007-02-09,2499.72,2499.72,2447.76,2471.96,999.13,-0.74
2007-02-12,2470.21,2538.21,2470.21,2538.21,966.98,2.68
2007-02-13,2547.35,2584.46,2533.68,2580.14,951.43,1.65
2007-02-14,2580.14,2667.89,2580.14,2653.22,1107.25,2.83
2007-02-15,2666.08,2734.31,2666.08,2734.31,1134.87,3.06
2007-02-16,2754.54,2805.0,2736.84,2755.07,1143.67,0.76
2007-02-26,2769.71,2874.75,2759.05,2874.75,1140.85,4.34
2007-02-27,2883.29,2898.76,2597.8,2598.55,1637.31,-9.61
2007-02-28,2550.37,2741.91,2550.37,2729.05,1290.85,5.02
2007-03-01,2734.71,2734.71,2623.1,2657.36,1193.92,-2.63
2007-03-02,2653.4,2702.22,2645.65,2693.34,731.3,1.35
2007-03-05,2694.72,2746.49,2623.87,2697.85,926.34,0.17
2007-03-06,2684.26,2720.92,2668.29,2714.01,647.22,0.6
2007-03-07,2727.49,2774.92,2727.49,2770.47,822.45,2.08
2007-03-08,2785.04,2845.02,2773.84,2845.02,974.28,2.69
2007-03-09,2847.64,2850.75,2785.05,2824.78,1001.98,-0.71
2007-03-12,2824.89,2884.69,2806.79,2884.69,990.75,2.12
2007-03-13,2886.89,2929.39,2874.33,2928.75,1082.83,1.53
2007-03-14,2899.31,2940.7,2828.74,2906.62,1153.97,-0.76
2007-03-15,2907.58,2959.19,2907.58,2956.5,1148.98,1.72
2007-03-16,2967.66,2967.66,2859.9,2883.94,1099.49,-2.45
2007-03-19,2786.65,2921.76,2786.65,2919.94,1079.73,1.25
2007-03-20,2929.98,2972.13,2929.98,2970.33,980.43,1.73
2007-03-21,2981.27,3006.5,2962.97,3006.5,1057.93,1.22
2007-03-22,3021.21,3060.87,3018.61,3019.93,1503.85,0.45
