date,open,high,low,close,volume,pct_chg
1990-01-01,1016.34,1028.64,1010.87,1028.64,55.5,2.86
2009-01-05,1016.34,1028.64,1010.87,1028.64,55.5,2.86
2009-01-06,1027.87,1062.71,1025.62,1061.44,77.83,3.19
2009-01-07,1059.51,1071.71,1055.56,1055.87,60.37,-0.53
2009-01-08,1039.37,1046.66,1028.94,1039.61,51.42,-1.54
2009-01-09,1039.83,1061.51,1039.83,1061.51,64.53,2.11
2009-01-12,1058.95,1075.44,1057.85,1063.61,65.47,0.2
2009-01-13,1052.13,1052.13,1019.2,1019.2,59.77,-4.18
2009-01-14,1017.03,1053.26,1017.03,1053.26,105.24,3.34
2009-01-15,1041.1,1052.7,1034.71,1041.9,116.18,-1.08
2009-01-16,1045.53,1108.85,1045.53,1098.47,222.1,5.43
2009-01-19,1111.17,1114.1,1077.93,1091.38,152.77,-0.65
2009-01-20,1087.4,1093.05,1072.71,1093.05,94.9,0.15
2009-01-21,1076.8,1084.52,1060.54,1066.04,95.78,-2.47
2009-01-22,1077.12,1094.47,1074.42,1094.47,116.6,2.67
2009-01-23,1089.8,1097.08,1074.99,1074.99,99.89,-1.78
2009-02-02,1083.91,1084.45,1058.12,1084.45,96.82,0.88
2009-02-03,1082.45,1138.71,1082.45,1138.71,222.76,5.0
2009-02-04,1139.59,1161.02,1137.81,1161.02,172.41,1.96
2009-02-05,1156.16,1173.18,1143.13,1149.3,169.29,-1.01
2009-02-06,1152.18,1208.45,1152.18,1205.44,183.64,4.89
2009-02-09,1217.13,1252.32,1217.13,1241.54,203.1,3.0
2009-02-10,1234.89,1270.81,1224.98,1270.81,181.57,2.36
2009-02-11,1245.07,1358.19,1245.07,1315.91,300.44,3.55
2009-02-12,1313.14,1318.13,1271.46,1310.31,161.87,-0.43
2009-02-13,1310.88,1348.18,1310.26,1344.07,160.19,2.58
2009-02-16,1355.56,1362.17,1326.11,1355.68,178.1,0.86
2009-02-17,1354.89,1372.93,1322.09,1322.09,176.81,-2.48
2009-02-18,1292.04,1299.59,1245.57,1246.63,175.79,-5.71
2009-02-19,1259.69,1280.55,1251.82,1270.36,143.11,1.9
2009-02-20,1273.88,1302.63,1262.64,1301.52,127.76,2.45
2009-02-23,1297.5,1357.23,1288.18,1350.74,156.69,3.78
2009-02-24,1332.84,1365.47,1299.96,1299.96,176.4,-3.76
2009-02-25,1314.27,1314.27,1247.61,1283.86,175.12,-1.24
2009-02-26,1281.64,1301.35,1201.34,1218.61,157.81,-5.08
2009-02-27,1197.89,1220.26,1166.73,1168.79,124.1,-4.09
2009-03-02,1158.35,1185.86,1158.35,1184.27,86.3,1.32
2009-03-03,1158.75,1181.51,1148.61,1177.17,96.4,-0.6
2009-03-04,1178.78,1259.18,1178.78,1253.99,146.52,6.53
2009-03-05,1262.2,1262.2,1223.26,1241.56,138.73,-0.99
2009-03-06,1221.01,1246.52,1217.62,1234.78,101.62,-0.55
2009-03-09,1237.93,1245.8,1185.46,1185.46,101.71,-3.99
2009-03-10,1174.71,1209.41,1168.89,1209.41,64.53,2.02
2009-03-11,1226.2,1226.2,1200.05,1202.07,84.73,-0.61
2009-03-12,1196.97,1196.97,1159.93,1183.62,98.12,-1.54
2009-03-13,1188.95,1195.29,1173.79,1178.0,74.91,-0.48
2009-03-16,1178.95,1189.71,1168.01,1189.49,59.6,0.98
2009-03-17,1189.58,1232.09,1188.21,1231.08,110.65,3.5
2009-03-18,1232.84,1250.93,1225.47,1234.09,141.77,0.25
2009-03-19,1235.28,1267.3,1235.28,1267.3,144.57,2.69
2009-03-20,1267.91,1267.91,1236.85,1245.18,108.5,-1.75
2009-03-23,1245.49,1266.5,1245.32,1266.5,132.09,1.71
2009-03-24,1283.53,1295.01,1280.27,1280.52,152.62,1.11
2009-03-25,1273.8,1273.8,1244.31,1248.92,157.81,-2.47
2009-03-26,1249.64,1257.89,1226.15,1257.89,143.66,0.72
2009-03-27,1266.15,1270.25,1255.24,1270.25,162.74,0.98
2009-03-30,1270.6,1287.06,1268.09,1268.45,128.62,-0.14
2009-03-31,1248.04,1282.84,1237.74,1282.84,140.16,1.14
2009-04-01,1289.85,1303.35,1285.69,1302.88,171.7,1.56
2009-04-02,1309.05,1334.02,1306.14,1311.39,198.64,0.65
2009-04-03,1315.0,1322.46,1296.6,1300.97,99.53,-0.8
2009-04-07,1299.36,1311.67,1297.84,1308.28,140.26,0.56
2009-04-08,1306.77,1306.77,1270.65,1271.22,141.84,-2.83
2009-04-09,1271.0,1284.87,1257.95,1284.87,98.36,1.07
2009-04-10,1290.64,1328.03,1290.64,1321.0,169.75,2.81
2009-04-13,1331.83,1357.6,1331.83,1347.47,190.32,2.0
2009-04-14,1344.61,1361.06,1335.67,1358.89,170.83,0.85
2009-04-15,1356.88,1357.28,1329.88,1356.89,168.15,-0.15
2009-04-16,1358.46,1362.28,1339.4,1353.14,175.49,-0.28
2009-04-17,1349.97,1380.77,1349.97,1364.61,196.06,0.85
2009-04-20,1365.61,1432.28,1365.61,1428.6,216.5,4.69
2009-04-21,1415.76,1441.41,1408.49,1429.27,198.05,0.05
2009-04-22,1446.69,1457.95,1356.42,1357.23,230.24,-5.04
2009-04-23,1350.05,1368.1,1345.66,1364.31,123.76,0.52
2009-04-24,1378.64,1440.76,1378.64,1409.48,243.28,3.31
2009-04-27,1403.89,1403.89,1334.5,1339.03,146.42,-5.0
2009-04-28,1316.78,1333.39,1298.61,1316.85,116.71,-1.66
2009-04-29,1317.43,1346.74,1317.36,1342.54,106.62,1.95
2009-04-30,1347.15,1357.0,1339.93,1346.29,112.84,0.28
2009-05-04,1353.72,1393.26,1353.72,1393.26,149.8,3.49
2009-05-05,1403.11,1403.52,1384.48,1402.64,150.4,0.67
2009-05-06,1402.1,1432.59,1400.52,1430.53,174.14,1.99
2009-05-07,1432.88,1438.37,1391.21,1410.35,184.41,-1.41
2009-05-08,1393.07,1402.6,1378.36,1400.8,153.57,-0.68
2009-05-11,1401.75,1416.72,1354.51,1354.51,168.09,-3.3
2009-05-12,1340.31,1372.64,1340.31,1372.64,114.74,1.34
2009-05-13,1370.88,1386.55,1363.62,1382.45,118.55,0.71
2009-05-14,1369.61,1398.91,1369.61,1393.75,119.08,0.82
2009-05-15,1407.95,1420.53,1406.84,1415.55,131.93,1.56
