date,open,high,low,close,volume,pct_chg
1990-01-01,,,,1000.0,7875.77,0.0
2014-12-31,,,,1000.0,7875.77,0.0
2015-01-05,1011.13,1042.88,1011.13,1036.36,10636.6,3.64
2015-01-06,1025.78,1047.83,1023.92,1035.22,10305.69,-0.11
2015-01-07,1028.11,1042.49,1025.77,1036.95,7689.24,0.17
2015-01-08,1039.96,1039.96,1016.76,1016.87,7402.26,-1.94
2015-01-09,1012.63,1047.25,1007.91,1008.5,7787.11,-0.82
2015-01-12,1006.01,1011.27,985.67,999.8,6108.42,-0.86
2015-01-13,998.38,1009.79,995.93,999.72,4348.77,-0.01
2015-01-14,1000.76,1004.35,984.63,991.48,4233.89,-0.82
2015-01-15,991.99,1019.83,987.27,1019.83,5479.65,2.86
2015-01-16,1023.91,1031.91,1020.52,1025.11,6115.03,0.52
2015-01-19,962.7,984.33,937.72,944.84,7580.3,-7.83
2015-01-20,939.74,960.48,939.74,956.73,7203.73,1.26
2015-01-21,961.0,1001.19,957.69,1001.19,7638.95,4.65
2015-01-22,1001.85,1009.5,996.73,1006.62,6833.33,0.54
2015-01-23,1010.5,1024.48,1006.52,1010.25,6650.95,0.36
2015-01-26,1011.9,1021.06,1008.08,1020.18,5744.52,0.98
2015-01-27,1021.94,1022.28,994.96,1008.66,7241.68,-1.13
2015-01-28,1000.95,1007.77,992.48,993.83,5095.31,-1.47
2015-01-29,978.4,985.69,977.18,980.51,4670.68,-1.34
2015-01-30,985.66,988.21,966.0,966.0,4452.21,-1.48
2015-02-02,944.26,958.36,942.96,942.96,4441.65,-2.38
2015-02-03,952.3,968.43,945.14,968.43,4499.8,2.7
2015-02-04,971.72,979.1,957.13,957.14,4612.06,-1.17
2015-02-05,980.05,980.05,945.16,945.16,5473.32,-1.25
2015-02-06,942.41,946.95,925.57,932.51,4537.57,-1.34
2015-02-09,935.96,951.56,933.91,944.98,3864.94,1.34
2015-02-10,944.22,959.76,944.22,959.76,3318.93,1.56
2015-02-11,962.13,972.66,962.13,970.42,3456.74,1.11
2015-02-12,970.75,975.14,959.45,971.64,3625.17,0.13
2015-02-13,975.39,990.54,975.39,980.67,4861.67,0.93
2015-02-16,983.2,992.44,982.29,991.67,4517.85,1.12
2015-02-17,994.99,1001.87,994.99,996.91,4094.25,0.53
2015-02-25,998.47,998.47,978.88,982.3,3856.02,-1.47
2015-02-26,980.14,1006.1,976.27,1004.8,5549.65,2.29
2015-02-27,1004.01,1012.88,1003.47,1006.49,5356.78,0.17
2015-03-02,1015.38,1015.38,1006.25,1013.02,5345.21,0.65
2015-03-03,1006.03,1006.03,984.03,984.03,5669.95,-2.86
2015-03-04,986.42,990.96,980.19,989.42,4518.08,0.55
2015-03-05,983.71,984.48,971.69,976.74,4518.48,-1.28
2015-03-06,978.71,980.64,970.45,970.51,3398.35,-0.64
2015-03-09,962.54,989.07,955.37,987.63,4662.05,1.76
2015-03-10,983.56,989.18,981.59,984.06,3639.17,-0.36
2015-03-11,984.7,995.08,979.87,982.89,3438.06,-0.12
2015-03-12,990.72,1001.03,985.47,999.62,4712.14,1.7
2015-03-13,1002.04,1008.3,999.91,1003.12,4324.22,0.35
2015-03-16,1009.2,1029.56,1004.69,1029.56,5701.86,2.64
2015-03-17,1035.97,1043.15,1031.18,1041.31,8362.65,1.14
2015-03-18,1045.31,1065.99,1043.1,1065.99,9571.27,2.37
2015-03-19,1068.5,1068.5,1055.11,1060.37,9024.04,-0.53
2015-03-20,1067.1,1082.88,1063.34,1077.27,8735.38,1.59
2015-03-23,1086.54,1098.31,1086.54,1098.31,8834.95,1.95
2015-03-24,1100.94,1100.94,1078.6,1096.6,10885.05,-0.16
2015-03-25,1095.33,1100.34,1083.86,1091.79,9180.2,-0.44
2015-03-26,1088.23,1106.71,1084.81,1098.28,8955.0,0.59
2015-03-27,1100.95,1107.08,1093.23,1101.47,7599.13,0.29
2015-03-30,1108.3,1134.13,1106.51,1133.52,10924.3,2.91
2015-03-31,1147.45,1151.72,1116.91,1120.73,10493.28,-1.13
2015-04-01,1122.44,1144.81,1121.52,1141.27,7996.48,1.83
2015-04-02,1148.27,1148.27,1122.29,1135.58,8516.74,-0.5
2015-04-03,1128.27,1141.8,1128.27,1141.8,7512.89,0.55
2015-04-07,1152.3,1165.49,1148.32,1165.49,9217.84,2.08
2015-04-08,1168.99,1175.3,1148.22,1172.34,10108.73,0.59
2015-04-09,1173.97,1175.13,1147.98,1158.39,9351.24,-1.19
2015-04-10,1156.35,1183.62,1156.35,1183.62,7872.44,2.18
2015-04-13,1192.37,1197.3,1188.47,1195.17,9205.82,0.98
2015-04-14,1195.22,1203.42,1185.37,1191.08,10528.68,-0.34
