exchange,code,name,full_name,short_name,company_full_name,list_date,board
SH,600817,宇通重工,宇通重工,宇通重工,宇通重工股份有限公司,1994-01-28,主板
SH,600818,ST中路,ST中路,ST中路,中路股份有限公司,1994-01-28,主板
SH,600819,耀皮玻璃,耀皮玻璃,耀皮玻璃,上海耀皮玻璃集团股份有限公司,1994-01-28,主板
SH,600820,隧道股份,隧道股份,隧道股份,上海隧道工程股份有限公司,1994-01-28,主板
SH,600821,金开新能,金开新能,金开新能,金开新能源股份有限公司,1994-01-28,主板
SH,600822,上海物贸,上海物贸,上海物贸,上海物资贸易股份有限公司,1994-02-04,主板
SH,600824,益民集团,益民集团,益民集团,上海益民商业集团股份有限公司,1994-02-04,主板
SH,600825,新华传媒,新华传媒,新华传媒,上海新华传媒股份有限公司,1994-02-04,主板
SH,600826,兰生股份,兰生股份,兰生股份,东浩兰生会展集团股份有限公司,1994-02-04,主板
SH,600827,百联股份,百联股份,百联股份,上海百联集团股份有限公司,1994-02-04,主板
SH,600828,茂业商业,茂业商业,茂业商业,茂业商业股份有限公司,1994-02-24,主板
SH,600829,人民同泰,人民同泰,人民同泰,哈药集团人民同泰医药股份有限公司,1994-02-24,主板
SH,600830,香溢融通,香溢融通,香溢融通,香溢融通控股集团股份有限公司,1994-02-24,主板
SH,600831,广电网络,广电网络,广电网络,陕西广电网络传媒(集团)股份有限公司,1994-02-24,主板
SH,600833,第一医药,第一医药,第一医药,上海第一医药股份有限公司,1994-02-24,主板
SH,600834,申通地铁,申通地铁,申通地铁,上海申通地铁股份有限公司,1994-02-24,主板
SH,600835,上海机电,上海机电,上海机电,上海机电股份有限公司,1994-02-24,主板
SH,600838,上海九百,上海九百,上海九百,上海九百股份有限公司,1994-02-24,主板
SH,600839,四川长虹,四川长虹,四川长虹,四川长虹电器股份有限公司,1994-03-11,主板
SH,600841,动力新科,动力新科,动力新科,上海新动力汽车科技股份有限公司,1994-03-11,主板
SH,600843,上工申贝,上工申贝,上工申贝,上工申贝(集团)股份有限公司,1994-03-11,主板
SH,600844,金煤科技,金煤科技,金煤科技,内蒙古金煤化工科技股份有限公司,1994-03-11,主板
SH,600845,宝信软件,宝信软件,宝信软件,上海宝信软件股份有限公司,1994-03-11,主板
SH,600846,同济科技,同济科技,同济科技,上海同济科技实业股份有限公司,1994-03-11,主板
SH,600847,万里股份,万里股份,万里股份,重庆万里新能源股份有限公司,1994-03-24,主板
SH,600848,上海临港,上海临港,上海临港,上海临港控股股份有限公司,1994-03-24,主板
SH,600850,电科数字,电科数字,电科数字,中电科数字技术股份有限公司,1994-03-24,主板
SH,600851,海欣股份,海欣股份,海欣股份,上海海欣集团股份有限公司,1994-04-04,主板
SH,600853,龙建股份,龙建股份,龙建股份,龙建路桥股份有限公司,1994-04-04,主板
SH,600854,春兰股份,春兰股份,春兰股份,江苏春兰制冷设备股份有限公司,1994-04-25,主板
SH,600855,航天长峰,航天长峰,航天长峰,北京航天长峰股份有限公司,1994-04-25,主板
SH,600857,宁波中百,宁波中百,宁波中百,宁波中百股份有限公司,1994-04-25,主板
SH,600858,银座股份,银座股份,银座股份,银座集团股份有限公司,1994-05-06,主板
SH,600859,王府井,王府井,王府井,王府井集团股份有限公司,1994-05-06,主板
SH,600860,京城股份,京城股份,京城股份,北京京城机电股份有限公司,1994-05-06,主板
SH,600861,北京人力,北京人力,北京人力,北京国际人力资本集团股份有限公司,1994-05-20,主板
SH,600862,中航高科,中航高科,中航高科,中航航空高科技股份有限公司,1994-05-20,主板
SH,600863,华能蒙电,华能蒙电,华能蒙电,内蒙古蒙电华能热电股份有限公司,1994-05-20,主板
SH,600864,哈投股份,哈投股份,哈投股份,哈尔滨哈投投资股份有限公司,1994-08-09,主板
SH,600865,百大集团,百大集团,百大集团,百大集团股份有限公司,1994-08-09,主板
SH,600866,星湖科技,星湖科技,星湖科技,广东肇庆星湖生物科技股份有限公司,1994-08-18,主板
SH,600867,通化东宝,通化东宝,通化东宝,通化东宝药业股份有限公司,1994-08-24,主板
SH,600868,梅雁吉祥,梅雁吉祥,梅雁吉祥,广东梅雁吉祥水电股份有限公司,1994-09-12,主板
SH,600869,远东股份,远东股份,远东股份,远东智慧能源股份有限公司,1995-02-06,主板
SH,600871,石化油服,石化油服,石化油服,中石化石油工程技术服务股份有限公司,1995-04-11,主板
SH,600872,中炬高新,中炬高新,中炬高新,中炬高新技术实业(集团)股份有限公司,1995-01-24,主板
SH,600873,梅花生物,梅花生物,梅花生物,梅花生物科技集团股份有限公司,1995-02-17,主板
SH,600874,创业环保,创业环保,创业环保,天津创业环保集团股份有限公司,1995-06-30,主板
SH,600875,东方电气,东方电气,东方电气,东方电气股份有限公司,1995-10-10,主板
SH,600876,凯盛新能,凯盛新能,凯盛新能,凯盛新能源股份有限公司,1995-10-31,主板
SH,600877,电科芯片,电科芯片,电科芯片,中电科芯片技术股份有限公司,1995-10-13,主板
SH,600879,航天电子,航天电子,航天电子,航天时代电子技术股份有限公司,1995-11-15,主板
SH,600880,博瑞传播,博瑞传播,博瑞传播,成都博瑞传播股份有限公司,1995-11-15,主板
SH,600881,亚泰集团,亚泰集团,亚泰集团,吉林亚泰(集团)股份有限公司,1995-11-15,主板
SH,600882,妙可蓝多,妙可蓝多,妙可蓝多,上海妙可蓝多食品科技股份有限公司,1995-12-06,主板
SH,600883,博闻科技,博闻科技,博闻科技,云南博闻科技实业股份有限公司,1995-12-08,主板
SH,600884,杉杉股份,杉杉股份,杉杉股份,宁波杉杉股份有限公司,1996-01-30,主板
SH,600885,宏发股份,宏发股份,宏发股份,宏发科技股份有限公司,1996-02-05,主板
SH,600886,国投电力,国投电力,国投电力,国投电力控股股份有限公司,1996-01-18,主板
SH,600887,伊利股份,伊利股份,伊利股份,内蒙古伊利实业集团股份有限公司,1996-03-12,主板
SH,600888,新疆众和,新疆众和,新疆众和,新疆众和股份有限公司,1996-02-15,主板
SH,600889,*ST京化,*ST京化,*ST京化,南京化纤股份有限公司,1996-03-08,主板
SH,600892,*ST大晟,*ST大晟,*ST大晟,大晟时代文化投资股份有限公司,1996-03-15,主板
SH,600893,航发动力,航发动力,航发动力,中国航发动力股份有限公司,1996-04-08,主板
SH,600894,广日股份,广日股份,广日股份,广州广日股份有限公司,1996-03-28,主板
SH,600895,张江高科,张江高科,张江高科,上海张江高科技园区开发股份有限公司,1996-04-22,主板
SH,600897,厦门空港,厦门空港,厦门空港,元翔(厦门)国际航空港股份有限公司,1996-05-31,主板
SH,600900,长江电力,长江电力,长江电力,中国长江电力股份有限公司,2003-11-18,主板
SH,600901,江苏金租,江苏金租,江苏金租,江苏金融租赁股份有限公司,2018-03-01,主板
SH,600903,贵州燃气,贵州燃气,贵州燃气,贵州燃气集团股份有限公司,2017-11-07,主板
SH,600905,三峡能源,三峡能源,三峡能源,中国三峡新能源(集团)股份有限公司,2021-06-10,主板
SH,600906,财达证券,财达证券,财达证券,财达证券股份有限公司,2021-05-07,主板
SH,600908,无锡银行,无锡银行,无锡银行,无锡农村商业银行股份有限公司,2016-09-23,主板
SH,600909,华安证券,华安证券,华安证券,华安证券股份有限公司,2016-12-06,主板
SH,600916,中国黄金,中国黄金,中国黄金,中国黄金集团黄金珠宝股份有限公司,2021-02-05,主板
SH,600917,重庆燃气,重庆燃气,重庆燃气,重庆燃气集团股份有限公司,2014-09-30,主板
SH,600918,中泰证券,中泰证券,中泰证券,中泰证券股份有限公司,2020-06-03,主板
SH,600919,江苏银行,江苏银行,江苏银行,江苏银行股份有限公司,2016-08-02,主板
SH,600925,苏能股份,苏能股份,苏能股份,江苏徐矿能源股份有限公司,2023-03-29,主板
SH,600926,杭州银行,杭州银行,杭州银行,杭州银行股份有限公司,2016-10-27,主板
SH,600927,永安期货,永安期货,永安期货,永安期货股份有限公司,2021-12-23,主板
SH,600928,西安银行,西安银行,西安银行,西安银行股份有限公司,2019-03-01,主板
SH,600929,雪天盐业,雪天盐业,雪天盐业,雪天盐业集团股份有限公司,2018-03-26,主板
SH,600930,华电新能,华电新能源集团,华电新能,华电新能源集团股份有限公司,2025-07-16,主板
SH,600933,爱柯迪,爱柯迪,爱柯迪,爱柯迪股份有限公司,2017-11-17,主板
SH,600935,华塑股份,华塑股份,华塑股份,安徽华塑股份有限公司,2021-11-26,主板
SH,600936,北投科技,北投科技,北投科技,广西北投科技股份有限公司,2016-08-15,主板
SH,600938,中国海油,中国海油,中国海油,中国海洋石油有限公司,2022-04-21,主板
SH,600939,重庆建工,重庆建工,重庆建工,重庆建工集团股份有限公司,2017-02-21,主板
SH,600941,中国移动,中国移动,中国移动,中国移动有限公司,2022-01-05,主板
SH,600955,维远股份,维远股份,维远股份,利华益维远化学股份有限公司,2021-09-15,主板
SH,600956,新天绿能,新天绿能,新天绿能,新天绿色能源股份有限公司,2020-06-29,主板
SH,600958,东方证券,东方证券,东方证券,东方证券股份有限公司,2015-03-23,主板
SH,600959,江苏有线,江苏有线,江苏有线,江苏省广电有线信息网络股份有限公司,2015-04-28,主板
SH,600960,渤海汽车,渤海汽车,渤海汽车,渤海汽车系统股份有限公司,2004-04-07,主板
SH,600961,株冶集团,株冶集团,株冶集团,株洲冶炼集团股份有限公司,2004-08-30,主板
SH,600962,国投中鲁,国投中鲁,国投中鲁,国投中鲁果汁股份有限公司,2004-06-22,主板
SH,600963,岳阳林纸,岳阳林纸,岳阳林纸,岳阳林纸股份有限公司,2004-05-25,主板
SH,600965,*ST福成,*ST福成,*ST福成,河北福成五丰食品股份有限公司,2004-07-13,主板
SH,600966,博汇纸业,博汇纸业,博汇纸业,山东博汇纸业股份有限公司,2004-06-08,主板
SH,600967,内蒙一机,内蒙一机,内蒙一机,内蒙古第一机械集团股份有限公司,2004-05-18,主板
SH,600968,海油发展,海油发展,海油发展,中海油能源发展股份有限公司,2019-06-26,主板
SH,600969,郴电国际,郴电国际,郴电国际,湖南郴电国际发展股份有限公司,2004-04-08,主板
SH,600970,中材国际,中材国际,中材国际,中国中材国际工程股份有限公司,2005-04-12,主板
SH,600971,恒源煤电,恒源煤电,恒源煤电,安徽恒源煤电股份有限公司,2004-08-17,主板
SH,600973,宝胜股份,宝胜股份,宝胜股份,宝胜科技创新股份有限公司,2004-08-02,主板
SH,600975,新五丰,新五丰,新五丰,湖南新五丰股份有限公司,2004-06-09,主板
SH,600976,健民集团,健民集团,健民集团,健民药业集团股份有限公司,2004-04-19,主板
SH,600977,中国电影,中国电影,中国电影,中国电影产业集团股份有限公司,2016-08-09,主板
SH,600979,广安爱众,广安爱众,广安爱众,四川广安爱众股份有限公司,2004-09-06,主板
SH,600980,北矿科技,北矿科技,北矿科技,北矿科技股份有限公司,2004-05-12,主板
SH,600981,苏豪汇鸿,苏豪汇鸿,苏豪汇鸿,江苏苏豪汇鸿集团股份有限公司,2004-06-30,主板
SH,600982,宁波能源,宁波能源,宁波能源,宁波能源集团股份有限公司,2004-07-06,主板
SH,600983,惠而浦,惠而浦,惠而浦,惠而浦(中国)股份有限公司,2004-07-27,主板
SH,600984,建设机械,建设机械,建设机械,陕西建设机械股份有限公司,2004-07-07,主板
SH,600985,淮北矿业,淮北矿业,淮北矿业,淮北矿业控股股份有限公司,2004-04-28,主板
SH,600986,浙文互联,浙文互联,浙文互联,浙文互联集团股份有限公司,2004-04-26,主板
SH,600987,航民股份,航民股份,航民股份,浙江航民股份有限公司,2004-08-09,主板
SH,600988,赤峰黄金,赤峰黄金,赤峰黄金,赤峰吉隆黄金矿业股份有限公司,2004-04-14,主板
SH,600989,宝丰能源,宝丰能源,宝丰能源,宁夏宝丰能源集团股份有限公司,2019-05-16,主板
SH,600990,四创电子,四创电子,四创电子,四创电子股份有限公司,2004-05-10,主板
SH,600992,贵绳股份,贵绳股份,贵绳股份,贵州钢绳股份有限公司,2004-05-14,主板
SH,600993,马应龙,马应龙,马应龙,马应龙药业集团股份有限公司,2004-05-17,主板
SH,600995,南网储能,南网储能,南网储能,南方电网储能股份有限公司,2004-06-15,主板
SH,600996,贵广网络,贵广网络,贵广网络,贵州省广播电视信息网络股份有限公司,2016-12-26,主板
SH,600997,开滦股份,开滦股份,开滦股份,开滦能源化工股份有限公司,2004-06-02,主板
SH,600998,九州通,九州通,九州通,九州通医药集团股份有限公司,2010-11-02,主板
SH,600999,招商证券,招商证券,招商证券,招商证券股份有限公司,2009-11-17,主板
SH,601000,唐山港,唐山港,唐山港,唐山港集团股份有限公司,2010-07-05,主板
SH,601001,晋控煤业,晋控煤业,晋控煤业,晋能控股山西煤业股份有限公司,2006-06-23,主板
SH,601002,晋亿实业,晋亿实业,晋亿实业,晋亿实业股份有限公司,2007-01-26,主板
SH,601003,柳钢股份,柳钢股份,柳钢股份,柳州钢铁股份有限公司,2007-02-27,主板
SH,601005,重庆钢铁,重庆钢铁,重庆钢铁,重庆钢铁股份有限公司,2007-02-28,主板
SH,601006,大秦铁路,大秦铁路,大秦铁路,大秦铁路股份有限公司,2006-08-01,主板
SH,601007,金陵饭店,金陵饭店,金陵饭店,金陵饭店股份有限公司,2007-04-06,主板
SH,601008,XD连云港,XD连云港,连云港,江苏连云港港口股份有限公司,2007-04-26,主板
SH,601009,南京银行,南京银行,南京银行,南京银行股份有限公司,2007-07-19,主板
SH,601010,ST文峰,ST文峰,ST文峰,文峰大世界连锁发展股份有限公司,2011-06-03,主板
SH,601011,宝泰隆,宝泰隆,宝泰隆,宝泰隆新材料股份有限公司,2011-03-09,主板
SH,601012,隆基绿能,隆基绿能,隆基绿能,隆基绿能科技股份有限公司,2012-04-11,主板
SH,601015,陕西黑猫,陕西黑猫,陕西黑猫,陕西黑猫焦化股份有限公司,2014-11-05,主板
SH,601016,节能风电,节能风电,节能风电,中节能风力发电股份有限公司,2014-09-29,主板
SH,601018,宁波港,宁波港,宁波港,宁波舟山港股份有限公司,2010-09-28,主板
SH,601019,山东出版,山东出版,山东出版,山东出版传媒股份有限公司,2017-11-22,主板
SH,601020,华钰矿业,华钰矿业,华钰矿业,西藏华钰矿业股份有限公司,2016-03-16,主板
SH,601021,春秋航空,春秋航空,春秋航空,春秋航空股份有限公司,2015-01-21,主板
SH,601022,宁波远洋,宁波远洋,宁波远洋,宁波远洋运输股份有限公司,2022-12-08,主板
SH,601026,道生天合,道生天合材料科技,道生天合,道生天合材料科技(上海)股份有限公司,2025-10-17,主板
SH,601033,XD永兴股,XD永兴股份,永兴股份,广州环投永兴集团股份有限公司,2024-01-18,主板
SH,601038,一拖股份,一拖股份,一拖股份,第一拖拉机股份有限公司,2012-08-08,主板
SH,601058,赛轮轮胎,赛轮轮胎,赛轮轮胎,赛轮集团股份有限公司,2011-06-30,主板
SH,601059,信达证券,信达证券,信达证券,信达证券股份有限公司,2023-02-01,主板
SH,601061,中信金属,中信金属,中信金属,中信金属股份有限公司,2023-04-10,主板
SH,601065,江盐集团,江西省盐业集团,江盐集团,江西省盐业集团股份有限公司,2023-04-10,主板
SH,601066,中信建投,中信建投,中信建投,中信建投证券股份有限公司,2018-06-20,主板
SH,601068,中铝国际,中铝国际,中铝国际,中铝国际工程股份有限公司,2018-08-31,主板
SH,601069,西部黄金,西部黄金,西部黄金,西部黄金股份有限公司,2015-01-22,主板
SH,601077,渝农商行,渝农商行,渝农商行,重庆农村商业银行股份有限公司,2019-10-29,主板
SH,601083,锦江航运,锦江航运,锦江航运,上海锦江航运(集团)股份有限公司,2023-12-05,主板
SH,601086,国芳集团,国芳集团,国芳集团,甘肃国芳工贸(集团)股份有限公司,2017-09-29,主板
SH,601088,中国神华,中国神华,中国神华,中国神华能源股份有限公司,2007-10-09,主板
SH,601089,福元医药,福元医药,福元医药,北京福元医药股份有限公司,2022-06-30,主板
SH,601096,宏盛华源,宏盛华源铁塔集团,宏盛华源,宏盛华源铁塔集团股份有限公司,2023-12-22,主板
SH,601098,中南传媒,中南传媒,中南传媒,中南出版传媒集团股份有限公司,2010-10-28,主板
SH,601099,太平洋,太平洋,太平洋,太平洋证券股份有限公司,2007-12-28,主板
SH,601100,恒立液压,恒立液压,恒立液压,江苏恒立液压股份有限公司,2011-10-28,主板
SH,601101,昊华能源,昊华能源,昊华能源,北京昊华能源股份有限公司,2010-03-31,主板
SH,601106,中国一重,中国一重,中国一重,中国第一重型机械股份公司,2010-02-09,主板
SH,601107,四川成渝,四川成渝,四川成渝,四川成渝高速公路股份有限公司,2009-07-27,主板
SH,601108,财通证券,财通证券,财通证券,财通证券股份有限公司,2017-10-24,主板
SH,601111,中国国航,中国国航,中国国航,中国国际航空股份有限公司,2006-08-18,主板
SH,601112,振石股份,振石股份,振石股份,浙江振石新材料股份有限公司,2026-01-29,主板
SH,601113,华鼎股份,华鼎股份,华鼎股份,义乌华鼎锦纶股份有限公司,2011-05-09,主板
SH,601116,三江购物,三江购物,三江购物,三江购物俱乐部股份有限公司,2011-03-02,主板
SH,601117,中国化学,中国化学,中国化学,中国化学工程股份有限公司,2010-01-07,主板
SH,601118,海南橡胶,海南橡胶,海南橡胶,海南天然橡胶产业集团股份有限公司,2011-01-07,主板
SH,601121,宝地矿业,宝地矿业,宝地矿业,新疆宝地矿业股份有限公司,2023-03-10,主板
SH,601126,四方股份,四方股份,四方股份,北京四方继保自动化股份有限公司,2010-12-31,主板
SH,601127,赛力斯,赛力斯,赛力斯,赛力斯集团股份有限公司,2016-06-15,主板
SH,601128,常熟银行,常熟银行,常熟银行,江苏常熟农村商业银行股份有限公司,2016-09-30,主板
SH,601133,柏诚股份,柏诚系统股份公司,柏诚股份,柏诚系统科技股份有限公司,2023-04-10,主板
SH,601136,首创证券,首创证券,首创证券,首创证券股份有限公司,2022-12-22,主板
SH,601137,博威合金,博威合金,博威合金,宁波博威合金材料股份有限公司,2011-01-27,主板
SH,601138,工业富联,工业富联,工业富联,富士康工业互联网股份有限公司,2018-06-08,主板
SH,601139,深圳燃气,深圳燃气,深圳燃气,深圳市燃气集团股份有限公司,2009-12-25,主板
SH,601155,新城控股,新城控股,新城控股,新城控股集团股份有限公司,2015-12-04,主板
SH,601156,东航物流,东航物流,东航物流,东方航空物流股份有限公司,2021-06-09,主板
SH,601158,重庆水务,重庆水务,重庆水务,重庆水务集团股份有限公司,2010-03-29,主板
SH,601162,天风证券,天风证券,天风证券,天风证券股份有限公司,2018-10-19,主板
SH,601163,三角轮胎,三角轮胎,三角轮胎,三角轮胎股份有限公司,2016-09-09,主板
SH,601166,兴业银行,兴业银行,兴业银行,兴业银行股份有限公司,2007-02-05,主板
SH,601168,西部矿业,西部矿业,西部矿业,西部矿业股份有限公司,2007-07-12,主板
SH,601169,北京银行,北京银行,北京银行,北京银行股份有限公司,2007-09-19,主板
SH,601177,杭齿前进,杭齿前进,杭齿前进,杭州前进齿轮箱集团股份有限公司,2010-10-11,主板
SH,601179,中国西电,中国西电,中国西电,中国西电电气股份有限公司,2010-01-28,主板
SH,601186,中国铁建,中国铁建,中国铁建,中国铁建股份有限公司,2008-03-10,主板
SH,601187,厦门银行,厦门银行,厦门银行,厦门银行股份有限公司,2020-10-27,主板
SH,601188,龙江交通,龙江交通,龙江交通,黑龙江交通发展股份有限公司,2010-03-19,主板
SH,601198,东兴证券,东兴证券,东兴证券,东兴证券股份有限公司,2015-02-26,主板
SH,601199,江南水务,江南水务,江南水务,江苏江南水务股份有限公司,2011-03-17,主板
SH,601200,上海环境,上海环境,上海环境,上海环境集团股份有限公司,2017-03-31,主板
SH,601208,东材科技,东材科技,东材科技,四川东材科技集团股份有限公司,2011-05-20,主板
SH,601211,国泰海通,国泰海通,国泰海通,国泰海通证券股份有限公司,2015-06-26,主板
SH,601212,白银有色,白银有色,白银有色,白银有色集团股份有限公司,2017-02-15,主板
SH,601216,君正集团,君正集团,君正集团,内蒙古君正能源化工集团股份有限公司,2011-02-22,主板
SH,601218,吉鑫科技,吉鑫科技,XD吉鑫科,江苏吉鑫风能科技股份有限公司,2011-05-06,主板
SH,601222,林洋能源,林洋能源,林洋能源,江苏林洋能源股份有限公司,2011-08-08,主板
SH,601225,陕西煤业,陕西煤业,陕西煤业,陕西煤业股份有限公司,2014-01-28,主板
SH,601226,华电科工,华电科工,华电科工,华电科工股份有限公司,2014-12-11,主板
SH,601228,广州港,广州港,广州港,广州港股份有限公司,2017-03-29,主板
SH,601229,上海银行,上海银行,上海银行,上海银行股份有限公司,2016-11-16,主板
SH,601231,环旭电子,环旭电子,环旭电子,环旭电子股份有限公司,2012-02-20,主板
SH,601233,桐昆股份,桐昆股份,桐昆股份,桐昆集团股份有限公司,2011-05-18,主板
SH,601236,红塔证券,红塔证券,红塔证券,红塔证券股份有限公司,2019-07-05,主板
SH,601238,广汽集团,广汽集团,广汽集团,广州汽车集团股份有限公司,2012-03-29,主板
SH,601279,英利汽车,英利汽车,英利汽车,长春英利汽车工业股份有限公司,2021-04-15,主板
SH,601288,农业银行,农业银行,农业银行,中国农业银行股份有限公司,2010-07-15,主板
SH,601298,青岛港,青岛港,青岛港,青岛港国际股份有限公司,2019-01-21,主板
SH,601311,骆驼股份,骆驼股份,骆驼股份,骆驼集团股份有限公司,2011-06-02,主板
SH,601318,中国平安,中国平安,中国平安,中国平安保险(集团)股份有限公司,2007-03-01,主板
SH,601319,中国人保,中国人保,中国人保,中国人民保险集团股份有限公司,2018-11-16,主板
SH,601326,秦港股份,秦港股份,秦港股份,秦皇岛港股份有限公司,2017-08-16,主板
SH,601328,交通银行,交通银行,交通银行,交通银行股份有限公司,2007-05-15,主板
SH,601330,绿色动力,绿色动力,绿色动力,绿色动力环保集团股份有限公司,2018-06-11,主板
SH,601333,广深铁路,广深铁路,广深铁路,广深铁路股份有限公司,2006-12-22,主板
SH,601336,新华保险,新华保险,新华保险,新华人寿保险股份有限公司,2011-12-16,主板
SH,601339,百隆东方,百隆东方,百隆东方,百隆东方股份有限公司,2012-06-12,主板
SH,601360,三六零,三六零,三六零,三六零安全科技股份有限公司,2012-01-16,主板
SH,601366,利群股份,利群股份,利群股份,利群商业集团股份有限公司,2017-04-12,主板
SH,601368,绿城水务,绿城水务,绿城水务,广西绿城水务集团股份有限公司,2015-06-12,主板
SH,601369,陕鼓动力,陕鼓动力,陕鼓动力,西安陕鼓动力股份有限公司,2010-04-28,主板
SH,601375,中原证券,中原证券,中原证券,中原证券股份有限公司,2017-01-03,主板
SH,601377,兴业证券,兴业证券,兴业证券,兴业证券股份有限公司,2010-10-13,主板
SH,601388,怡球资源,怡球资源,怡球资源,怡球金属资源再生(中国)股份有限公司,2012-04-23,主板
SH,601390,中国中铁,中国中铁,中国中铁,中国中铁股份有限公司,2007-12-03,主板
SH,601398,工商银行,工商银行,工商银行,中国工商银行股份有限公司,2006-10-27,主板
SH,601399,国机重装,国机重装,国机重装,国机重型装备集团股份有限公司,2020-06-08,主板
SH,601456,国联民生,国联民生,国联民生,国联民生证券股份有限公司,2020-07-31,主板
SH,601500,通用股份,通用股份,通用股份,江苏通用科技股份有限公司,2016-09-19,主板
SH,601512,中新集团,中新集团,中新集团,中新苏州工业园区开发集团股份有限公司,2019-12-20,主板
SH,601515,衢州东峰,衢州东峰,衢州东峰,衢州东峰新材料集团股份有限公司,2012-02-16,主板
SH,601518,吉林高速,吉林高速,吉林高速,吉林高速公路股份有限公司,2010-03-19,主板
SH,601519,大智慧,大智慧,大智慧,上海大智慧股份有限公司,2011-01-28,主板
SH,601528,瑞丰银行,瑞丰银行,瑞丰银行,浙江绍兴瑞丰农村商业银行股份有限公司,2021-06-25,主板
SH,601555,东吴证券,东吴证券,东吴证券,东吴证券股份有限公司,2011-12-12,主板
SH,601566,九牧王,九牧王,九牧王,九牧王股份有限公司,2011-05-30,主板
SH,601567,三星电气,三星电气,三星电气,宁波三星医疗电气股份有限公司,2011-06-15,主板
SH,601568,北元集团,北元集团,北元集团,陕西北元化工集团股份有限公司,2020-10-20,主板
SH,601577,长沙银行,长沙银行,长沙银行,长沙银行股份有限公司,2018-09-26,主板
SH,601579,会稽山,会稽山,会稽山,会稽山绍兴酒股份有限公司,2014-08-25,主板
SH,601588,北辰实业,北辰实业,北辰实业,北京北辰实业股份有限公司,2006-10-16,主板
SH,601595,上海电影,上海电影,上海电影,上海电影股份有限公司,2016-08-17,主板
SH,601598,中国外运,中国外运,中国外运,中国外运股份有限公司,2019-01-18,主板
SH,601599,浙文影业,浙文影业,浙文影业,浙文影业集团股份有限公司,2011-05-27,主板
SH,601600,中国铝业,中国铝业,中国铝业,中国铝业股份有限公司,2007-04-30,主板
SH,601601,中国太保,中国太保,中国太保,中国太平洋保险(集团)股份有限公司,2007-12-25,主板
SH,601606,长城军工,长城军工,长城军工,安徽长城军工股份有限公司,2018-08-06,主板
SH,601607,上海医药,上海医药,上海医药,上海医药集团股份有限公司,1994-03-24,主板
SH,601608,中信重工,中信重工,中信重工,中信重工机械股份有限公司,2012-07-06,主板
SH,601609,金田股份,金田股份,金田股份,宁波金田铜业(集团)股份有限公司,2020-04-22,主板
SH,601611,中国核建,中国核建,中国核建,中国核工业建设股份有限公司,2016-06-06,主板
SH,601615,明阳智能,明阳智能,明阳智能,明阳智慧能源集团股份公司,2019-01-23,主板
SH,601616,广电电气,广电电气,广电电气,上海广电电气(集团)股份有限公司,2011-02-01,主板
SH,601618,中国中冶,中国中冶,中国中冶,中国冶金科工股份有限公司,2009-09-21,主板
SH,601619,嘉泽新能,嘉泽新能,嘉泽新能,嘉泽新能源股份有限公司,2017-07-20,主板
SH,601628,中国人寿,中国人寿,中国人寿,中国人寿保险股份有限公司,2007-01-09,主板
SH,601633,长城汽车,长城汽车,长城汽车,长城汽车股份有限公司,2011-09-28,主板
SH,601636,旗滨集团,旗滨集团,旗滨集团,株洲旗滨集团股份有限公司,2011-08-12,主板
SH,601658,邮储银行,邮储银行,邮储银行,中国邮政储蓄银行股份有限公司,2019-12-10,主板
SH,601665,齐鲁银行,齐鲁银行,齐鲁银行,齐鲁银行股份有限公司,2021-06-18,主板
SH,601666,平煤股份,平煤股份,平煤股份,平顶山天安煤业股份有限公司,2006-11-23,主板
SH,601668,中国建筑,中国建筑,中国建筑,中国建筑股份有限公司,2009-07-29,主板
SH,601669,中国电建,中国电建,中国电建,中国电力建设股份有限公司,2011-10-18,主板
SH,601677,明泰铝业,明泰铝业,明泰铝业,河南明泰铝业股份有限公司,2011-09-19,主板
SH,601678,滨化股份,滨化股份,滨化股份,滨化集团股份有限公司,2010-02-23,主板
SH,601686,友发集团,友发集团,友发集团,天津友发钢管集团股份有限公司,2020-12-04,主板
SH,601688,华泰证券,华泰证券,华泰证券,华泰证券股份有限公司,2010-02-26,主板
SH,601689,拓普集团,拓普集团,拓普集团,宁波拓普集团股份有限公司,2015-03-19,主板
SH,601696,中银证券,中银证券,中银证券,中银国际证券股份有限公司,2020-02-26,主板
SH,601698,中国卫通,中国卫通,中国卫通,中国卫通集团股份有限公司,2019-06-28,主板
SH,601699,潞安环能,潞安环能,潞安环能,山西潞安环保能源开发股份有限公司,2006-09-22,主板
SH,601700,风范股份,风范股份,风范股份,常熟风范电力设备股份有限公司,2011-01-18,主板
SH,601702,华峰铝业,华峰铝业,华峰铝业,上海华峰铝业股份有限公司,2020-09-07,主板
SH,601717,中创智领,中创智领,中创智领,中创智领(郑州)工业技术集团股份有限公司,2010-08-03,主板
SH,601718,ST际华,ST际华,ST际华,际华集团股份有限公司,2010-08-16,主板
SH,601727,上海电气,上海电气,上海电气,上海电气集团股份有限公司,2008-12-05,主板
SH,601728,中国电信,中国电信,中国电信,中国电信股份有限公司,2021-08-20,主板
SH,601766,中国中车,中国中车,中国中车,中国中车股份有限公司,2008-08-18,主板
SH,601777,千里科技,千里科技,千里科技,重庆千里科技股份有限公司,2010-11-25,主板
SH,601778,晶科科技,晶科科技,晶科科技,晶科电力科技股份有限公司,2020-05-19,主板
