date,close_monthly
2020-08-31,156.38
2020-09-30,131.7
2020-10-31,149.87
2020-11-30,153.0
2020-12-31,130.7
2021-01-31,119.05
2021-02-28,132.0
2021-03-31,143.03
2021-04-30,106.07
2021-05-31,117.14
2021-06-30,111.55
2021-07-31,88.71
2021-08-31,76.31
2021-09-30,76.37
2021-10-31,74.65
2021-11-30,91.45
2021-12-31,162.23
2022-01-31,120.91
2022-02-28,98.91
2022-03-31,97.77
2022-04-30,79.51
2022-05-31,83.24
2022-06-30,90.54
2022-07-31,84.04
2022-08-31,77.79
2022-09-30,71.47
2022-10-31,77.64
2022-11-30,95.81
2022-12-31,99.74
2023-01-31,103.79
2023-02-28,104.94
2023-03-31,117.86
2023-04-30,100.59
2023-05-31,118.47
2023-06-30,106.28
2023-07-31,117.92
2023-08-31,107.05
2023-09-30,99.07
2023-10-31,94.18
2023-11-30,95.39
2023-12-31,104.73
2024-01-31,77.91
2024-02-29,76.87
2024-03-31,70.37
2024-04-30,69.03
2024-05-31,63.32
2024-06-30,57.2
2024-07-31,57.48
2024-08-31,61.72
2024-09-30,72.87
2024-10-31,66.94
2024-11-30,71.59
2024-12-31,75.67
2025-01-31,74.63
2025-02-28,69.3
2025-03-31,72.32
2025-04-30,68.81
2025-05-31,75.0
2025-06-30,73.13
2025-07-31,78.94
2025-08-31,79.66
2025-09-30,76.07
2025-10-31,73.41
2025-11-30,75.3
2025-12-31,73.46
2026-01-31,78.42
2026-02-28,76.97
2026-03-31,65.84
2026-04-30,68.64
2026-05-31,71.27
