date,close_monthly
2011-03-31,22.15
2011-04-30,19.86
2011-05-31,18.11
2011-06-30,17.51
2011-07-31,17.38
2011-08-31,17.97
2011-09-30,15.45
2011-10-31,16.21
2011-11-30,14.54
2011-12-31,12.34
2012-01-31,11.98
2012-02-29,13.56
2012-03-31,14.03
2012-04-30,15.79
2012-05-31,16.42
2012-06-30,13.27
2012-07-31,12.25
2012-08-31,11.92
2012-09-30,12.28
2012-10-31,11.77
2012-11-30,10.37
2012-12-31,11.21
2013-01-31,11.54
2013-02-28,11.95
2013-03-31,11.01
2013-04-30,10.27
2013-05-31,11.29
2013-06-30,9.26
2013-07-31,9.15
2013-08-31,9.91
2013-09-30,10.43
2013-10-31,9.78
2013-11-30,10.56
2013-12-31,12.22
2014-01-31,12.22
2014-02-28,11.83
2014-03-31,10.9
2014-04-30,10.45
2014-05-31,10.56
2014-06-30,11.21
2014-07-31,12.31
2014-08-31,13.44
2014-09-30,17.78
2014-10-31,16.42
2014-11-30,16.92
2014-12-31,14.88
2015-01-31,15.06
2015-02-28,16.0
2015-03-31,20.82
2015-04-30,24.07
2015-06-30,29.09
2015-07-31,26.2
2015-08-31,19.73
2015-09-30,19.18
2015-10-31,22.83
2015-11-30,24.1
2015-12-31,24.17
2016-01-31,16.78
2016-02-29,15.94
2016-03-31,19.54
2016-04-30,19.23
2016-05-31,20.41
2016-06-30,23.46
2016-07-31,23.81
2016-08-31,29.13
2016-09-30,25.31
2016-10-31,26.82
2016-11-30,26.58
2016-12-31,24.59
2017-01-31,24.04
2017-02-28,25.23
2017-03-31,23.96
2017-04-30,23.24
2017-05-31,21.49
2017-06-30,20.77
2017-07-31,21.98
2017-08-31,21.66
2017-09-30,21.33
2017-10-31,21.25
2017-11-30,18.91
2017-12-31,18.34
2018-01-31,18.59
2018-02-28,18.34
2018-03-31,18.02
2018-04-30,17.54
2018-05-31,16.48
2018-06-30,14.63
2018-07-31,15.46
2018-08-31,14.88
2018-09-30,14.55
2018-10-31,13.39
2018-11-30,13.64
2018-12-31,13.31
2019-01-31,13.56
2019-02-28,17.19
2019-03-31,18.77
2019-04-30,17.36
2019-05-31,16.04
2019-06-30,16.04
2019-07-31,15.62
2019-08-31,15.37
2019-09-30,14.87
2019-10-31,14.78
2019-11-30,14.28
2019-12-31,14.95
2020-01-31,14.87
2020-02-29,14.87
2020-03-31,14.28
2020-04-30,16.54
2020-05-31,15.79
2020-06-30,16.37
2020-07-31,23.96
2020-08-31,31.36
2020-09-30,40.28
2020-10-31,36.97
2020-11-30,34.42
2020-12-31,32.97
2021-01-31,27.11
2021-02-28,28.55
2021-03-31,27.28
2021-04-30,25.49
2021-05-31,25.49
2021-06-30,26.0
2021-07-31,29.3
2021-08-31,30.68
2021-09-30,31.46
2021-10-31,27.22
2021-11-30,31.46
2021-12-31,31.11
2022-01-31,28.0
2022-02-28,27.65
2022-03-31,25.49
2022-04-30,21.17
2022-05-31,23.33
2022-06-30,25.07
2022-07-31,26.64
2022-08-31,23.5
2022-09-30,21.67
2022-10-31,22.1
2022-11-30,22.63
2022-12-31,20.97
2023-01-31,22.45
2023-02-28,22.71
2023-03-31,21.84
2023-04-30,22.01
2023-05-31,22.63
2023-06-30,24.66
2023-07-31,24.66
2023-08-31,22.98
2023-09-30,22.54
2023-10-31,21.92
2023-11-30,21.39
2023-12-31,21.21
2024-01-31,19.18
2024-02-29,20.77
2024-03-31,20.42
2024-04-30,19.45
2024-05-31,18.65
2024-06-30,15.4
2024-07-31,17.2
2024-08-31,16.57
2024-09-30,21.31
2024-10-31,26.51
2024-11-30,25.26
2024-12-31,23.02
2025-01-31,21.4
2025-02-28,21.76
2025-03-31,22.75
2025-04-30,21.85
2025-05-31,24.18
2025-06-30,25.66
2025-07-31,24.94
2025-08-31,25.75
2025-09-30,28.44
2025-10-31,27.63
2025-11-30,25.62
2025-12-31,25.53
2026-01-31,26.88
2026-02-28,28.32
2026-03-31,29.93
2026-04-30,28.5
2026-05-31,29.48
