date,close_monthly
2022-01-31,57.58
2022-02-28,60.54
2022-03-31,66.86
2022-04-30,64.96
2022-05-31,66.26
2022-06-30,62.47
2022-07-31,60.1
2022-08-31,66.11
2022-09-30,72.67
2022-10-31,71.47
2022-11-30,78.5
2022-12-31,71.97
2023-01-31,81.0
2023-02-28,85.72
2023-03-31,95.69
2023-04-30,107.55
2023-05-31,102.53
2023-06-30,101.27
2023-07-31,101.76
2023-08-31,109.06
2023-09-30,107.47
2023-10-31,102.5
2023-11-30,100.99
2023-12-31,110.42
2024-01-31,113.7
2024-02-29,113.22
2024-03-31,117.39
2024-04-30,113.96
2024-05-31,111.22
2024-06-30,121.95
2024-07-31,119.25
2024-08-31,119.1
2024-09-30,127.33
2024-10-31,119.14
2024-11-30,123.47
2024-12-31,137.15
2025-01-31,128.8
2025-02-28,124.1
2025-03-31,124.61
2025-04-30,130.29
2025-05-31,135.6
2025-06-30,133.22
2025-07-31,128.49
2025-08-31,129.61
2025-09-30,126.8
2025-10-31,128.14
2025-11-30,130.46
2025-12-31,122.4
2026-01-31,116.75
2026-02-28,114.24
2026-03-31,113.61
2026-04-30,117.05
2026-05-31,118.32
