date,close_monthly
2004-06-30,9.93
2004-07-31,9.12
2004-08-31,9.82
2004-09-30,10.34
2004-10-31,10.61
2004-11-30,11.4
2004-12-31,10.99
2005-01-31,9.35
2005-02-28,9.51
2005-03-31,8.55
2005-04-30,8.49
2005-05-31,7.87
2005-06-30,7.66
2005-07-31,7.77
2005-08-31,7.89
2005-09-30,8.56
2005-10-31,8.74
2005-11-30,7.87
2005-12-31,8.32
2006-01-31,9.07
2006-02-28,8.73
2006-03-31,9.45
2006-04-30,9.58
2006-05-31,11.76
2006-06-30,11.84
2006-07-31,11.3
2006-08-31,11.16
2006-09-30,11.06
2006-10-31,11.26
2006-11-30,12.02
2006-12-31,12.37
2007-01-31,14.61
2007-02-28,17.55
2007-03-31,18.74
2007-04-30,22.53
2007-05-31,23.5
2007-06-30,19.16
2007-07-31,22.65
2007-08-31,38.95
2007-09-30,40.28
2007-10-31,38.07
2007-11-30,35.09
2007-12-31,46.35
2008-01-31,46.27
2008-02-29,47.59
2008-03-31,43.4
2008-04-30,50.21
2008-05-31,41.61
2008-06-30,28.26
2008-07-31,32.38
2008-08-31,24.57
2008-09-30,20.12
2008-10-31,13.68
2008-11-30,15.77
2008-12-31,16.47
2009-01-31,19.39
2009-02-28,20.39
2009-03-31,24.24
2009-04-30,24.57
2009-05-31,25.48
2009-06-30,25.98
2009-07-31,32.8
2009-08-31,29.0
2009-09-30,27.86
2009-10-31,30.38
2009-11-30,33.74
2009-12-31,34.31
2010-01-31,31.15
2010-02-28,32.53
2010-03-31,33.4
2010-04-30,30.82
2010-05-31,27.26
2010-06-30,23.57
2010-07-31,26.79
2010-08-31,26.65
2010-09-30,30.14
2010-10-31,32.39
2010-11-30,27.22
2010-12-31,26.39
2011-01-31,25.04
2011-02-28,27.39
2011-03-31,26.45
2011-04-30,27.93
2011-05-31,24.84
2011-06-30,25.28
2011-07-31,25.65
2011-08-31,23.96
2011-09-30,21.77
2011-10-31,22.61
2011-11-30,20.68
2011-12-31,17.81
2012-01-31,18.39
2012-02-29,20.31
2012-03-31,20.52
2012-04-30,20.89
2012-05-31,19.16
2012-06-30,17.1
2012-07-31,15.99
2012-08-31,15.72
2012-09-30,15.31
2012-10-31,15.88
2012-11-30,14.6
2012-12-31,15.99
2013-01-31,15.82
2013-02-28,15.65
2013-03-31,14.87
2013-04-30,14.7
2013-05-31,17.27
2013-06-30,15.19
2013-07-31,16.04
2013-08-31,15.77
2013-09-30,15.77
2013-10-31,15.94
2013-11-30,17.12
2013-12-31,16.58
2014-01-31,15.67
2014-02-28,16.51
2014-03-31,18.78
2014-04-30,18.17
2014-06-30,17.8
2014-07-31,20.5
2014-08-31,20.91
2014-09-30,21.32
2014-10-31,22.26
2014-11-30,22.7
2014-12-31,19.89
2015-01-31,25.0
2015-02-28,27.14
2015-03-31,31.2
2015-04-30,37.42
2015-05-31,41.14
2015-06-30,38.44
2015-07-31,37.22
2015-08-31,24.36
2015-09-30,22.94
2015-10-31,24.9
2015-11-30,25.51
2015-12-31,30.59
2016-01-31,21.38
2016-02-29,20.77
2016-03-31,23.75
2016-04-30,23.55
2016-05-31,22.2
2016-06-30,21.99
2016-07-31,22.13
2016-08-31,23.41
2016-09-30,23.41
2016-10-31,24.23
2016-11-30,25.11
2016-12-31,25.31
2017-01-31,30.72
2017-02-28,33.9
2017-03-31,34.71
2017-04-30,33.83
2017-05-31,31.01
2017-06-30,35.29
2017-07-31,42.98
2017-08-31,42.3
2017-09-30,49.17
2017-10-31,42.37
2017-11-30,39.58
2017-12-31,40.8
2018-01-31,42.84
2018-02-28,42.37
2018-03-31,38.42
2018-04-30,33.73
2018-05-31,32.44
2018-06-30,29.31
2018-07-31,28.22
2018-08-31,27.27
2018-09-30,26.39
2018-10-31,22.51
2018-11-30,22.99
2018-12-31,21.75
2019-01-31,19.67
2019-02-28,24.24
2019-03-31,25.0
2019-04-30,25.49
2019-05-31,24.17
2019-06-30,26.39
2019-07-31,28.03
2019-08-31,27.69
2019-09-30,27.27
2019-10-31,32.62
2019-11-30,33.81
2019-12-31,36.94
2020-01-31,48.28
2020-02-29,43.96
2020-03-31,54.47
2020-04-30,53.56
2020-05-31,59.27
2020-06-30,70.61
2020-07-31,87.65
2020-08-31,96.92
2020-09-30,83.75
2020-10-31,91.06
2020-11-30,103.12
2020-12-31,104.72
2021-01-31,115.52
2021-02-28,115.94
2021-03-31,117.26
2021-04-30,122.56
2021-05-31,106.11
2021-06-30,91.74
2021-07-31,72.41
2021-08-31,75.72
2021-09-30,80.64
2021-10-31,72.97
2021-11-30,71.36
2021-12-31,72.69
2022-01-31,63.34
2022-02-28,65.66
2022-03-31,62.92
2022-04-30,49.91
2022-05-31,51.18
2022-06-30,54.41
2022-07-31,53.01
2022-08-31,53.2
2022-09-30,50.36
2022-10-31,47.52
2022-11-30,53.79
2022-12-31,64.79
2023-01-31,59.84
2023-02-28,61.8
2023-03-31,54.08
2023-04-30,46.57
2023-05-31,43.29
2023-06-30,43.15
2023-07-31,49.92
2023-08-31,46.78
2023-09-30,48.02
2023-10-31,50.8
2023-11-30,48.17
2023-12-31,45.39
2024-01-31,38.01
2024-02-29,41.52
2024-03-31,41.3
2024-04-30,40.05
2024-05-31,41.74
2024-06-30,34.94
2024-07-31,32.86
2024-08-31,30.58
2024-09-30,36.09
2024-10-31,33.88
2024-11-30,42.34
2024-12-31,37.93
2025-01-31,34.99
2025-02-28,35.06
2025-03-31,33.3
2025-04-30,31.61
2025-05-31,32.41
2025-06-30,32.49
2025-07-31,36.08
2025-08-31,38.67
2025-09-30,36.67
2025-10-31,36.89
2025-11-30,46.95
2025-12-31,50.49
2026-01-31,55.15
2026-02-28,60.55
2026-03-31,47.39
2026-04-30,46.95
2026-05-31,48.05
