date,close_monthly
2015-02-28,37.31
2015-03-31,53.9
2015-04-30,72.86
2015-05-31,108.03
2015-06-30,99.88
2015-08-31,52.4
2015-09-30,60.66
2015-10-31,73.36
2015-11-30,84.53
2015-12-31,84.99
2016-01-31,53.29
2016-02-29,50.7
2016-03-31,60.5
2016-04-30,63.5
2016-05-31,62.97
2016-06-30,65.65
2016-07-31,70.12
2016-08-31,70.08
2016-09-30,67.0
2016-10-31,67.3
2016-11-30,65.33
2016-12-31,59.65
2017-01-31,57.06
2017-02-28,58.75
2017-03-31,58.73
2017-04-30,58.39
2017-05-31,61.28
2017-06-30,68.49
2017-07-31,68.18
2017-08-31,70.93
2017-09-30,72.31
2017-10-31,85.6
2017-11-30,83.22
2017-12-31,92.43
2018-01-31,86.8
2018-02-28,89.5
2018-03-31,118.85
2018-04-30,121.98
2018-07-31,117.89
2018-08-31,107.85
2018-09-30,117.34
2018-10-31,98.88
2018-11-30,98.12
2018-12-31,85.17
2019-01-31,88.99
2019-02-28,112.89
2019-03-31,118.51
2019-04-30,122.65
2019-05-31,127.9
2019-06-30,143.69
2019-07-31,143.3
2019-08-31,157.26
2019-09-30,161.82
2019-10-31,174.32
2019-11-30,156.93
2019-12-31,150.32
2020-01-31,170.4
2020-02-29,167.73
2020-03-31,191.13
2020-04-30,194.52
2020-05-31,227.24
2020-06-30,262.39
2020-07-31,248.92
2020-08-31,290.64
2020-09-30,286.32
2020-10-31,293.84
2020-11-30,291.28
2020-12-31,260.05
2021-01-31,292.66
2021-02-28,254.02
2021-03-31,255.75
2021-04-30,259.07
2021-05-31,256.04
2021-06-30,211.01
2021-07-31,183.54
2021-08-31,195.02
2021-09-30,195.92
2021-10-31,179.63
2021-11-30,169.85
2021-12-31,207.32
2022-01-31,185.65
2022-02-28,185.88
2022-03-31,150.48
2022-04-30,138.44
2022-05-31,174.74
2022-06-30,199.93
2022-07-31,195.76
2022-08-31,202.08
2022-09-30,188.31
2022-10-31,212.45
2022-11-30,246.36
2022-12-31,241.59
2023-01-31,214.65
2023-02-28,228.95
2023-03-31,218.81
2023-04-30,188.5
2023-05-31,187.78
2023-06-30,197.67
2023-07-31,202.96
2023-08-31,189.98
2023-09-30,187.36
2023-10-31,175.02
2023-11-30,203.65
2023-12-31,213.91
2024-01-31,202.69
2024-02-29,210.39
2024-03-31,212.79
2024-04-30,234.75
2024-05-31,240.73
2024-06-30,159.2
2024-07-31,135.79
2024-08-31,130.8
2024-09-30,165.49
2024-10-31,155.55
2024-11-30,153.52
2024-12-31,158.17
2025-01-31,150.11
2025-02-28,153.91
2025-03-31,163.28
2025-04-30,186.16
2025-05-31,170.82
2025-06-30,163.06
2025-07-31,158.0
2025-08-31,158.2
2025-09-30,166.19
2025-10-31,164.64
2025-11-30,152.51
2025-12-31,146.44
2026-01-31,161.07
2026-02-28,163.83
2026-03-31,164.51
2026-04-30,156.42
2026-05-31,155.74
