date,close_monthly
2017-01-31,25.33
2017-02-28,58.5
2017-03-31,74.32
2017-04-30,66.7
2017-05-31,61.4
2017-06-30,71.9
2017-07-31,62.63
2017-08-31,76.23
2017-09-30,78.79
2017-10-31,83.42
2017-11-30,61.03
2017-12-31,56.9
2018-01-31,47.89
2018-02-28,43.36
2018-03-31,46.43
2018-04-30,45.92
2018-05-31,44.62
2018-06-30,40.0
2018-07-31,38.19
2018-08-31,34.37
2018-09-30,30.65
2018-10-31,32.0
2018-11-30,28.58
2018-12-31,34.75
2019-01-31,28.38
2019-02-28,39.27
2019-03-31,45.99
2019-04-30,34.71
2019-05-31,33.48
2019-06-30,32.35
2019-07-31,35.19
2019-08-31,35.5
2019-09-30,38.5
2019-10-31,36.36
2019-11-30,34.89
2019-12-31,39.71
2020-01-31,38.8
2020-02-29,42.49
2020-03-31,45.39
2020-04-30,40.03
2020-05-31,39.7
2020-06-30,46.15
2020-07-31,60.73
2020-08-31,56.46
2020-09-30,63.27
2020-10-31,65.6
2020-11-30,58.46
2020-12-31,54.62
2021-01-31,55.61
2021-02-28,51.85
2021-03-31,51.77
2021-04-30,51.95
2021-05-31,49.45
2021-06-30,52.05
2021-07-31,74.62
2021-08-31,62.96
2021-09-30,61.66
2021-10-31,52.82
2021-11-30,55.91
2021-12-31,60.03
2022-01-31,53.39
2022-02-28,53.55
2022-03-31,44.15
2022-04-30,33.01
2022-05-31,35.11
2022-06-30,40.43
2022-07-31,37.84
2022-08-31,40.96
2022-09-30,33.71
2022-10-31,51.75
2022-11-30,41.05
2022-12-31,39.1
2023-01-31,45.04
2023-02-28,47.85
2023-03-31,46.44
2023-04-30,38.35
2023-05-31,43.43
2023-06-30,45.75
2023-07-31,44.75
2023-08-31,44.12
2023-09-30,46.36
2023-10-31,50.97
2023-11-30,52.52
2023-12-31,50.92
2024-01-31,37.66
2024-02-29,40.04
2024-03-31,41.94
2024-04-30,40.53
2024-05-31,39.96
2024-06-30,38.14
2024-07-31,35.28
2024-08-31,35.11
2024-09-30,38.75
2024-10-31,46.13
2024-11-30,48.21
2024-12-31,43.74
2025-01-31,43.19
2025-02-28,46.74
2025-03-31,43.33
2025-04-30,37.48
2025-05-31,37.73
2025-06-30,41.38
2025-07-31,42.45
2025-08-31,44.94
2025-09-30,42.04
2025-10-31,40.22
2025-11-30,42.36
2025-12-31,40.71
2026-01-31,42.22
2026-02-28,45.2
2026-03-31,38.37
2026-04-30,39.55
2026-05-31,43.55
