date,close_monthly
2008-05-31,16.6
2008-06-30,12.25
2008-07-31,13.1
2008-08-31,10.17
2008-09-30,9.96
2008-10-31,9.67
2008-11-30,10.3
2008-12-31,12.25
2009-01-31,12.74
2009-02-28,11.18
2009-03-31,14.58
2009-04-30,14.55
2009-05-31,15.95
2009-06-30,14.38
2009-07-31,16.29
2009-08-31,14.92
2009-09-30,16.0
2009-10-31,16.47
2009-11-30,17.97
2009-12-31,21.34
2010-01-31,26.84
2010-02-28,25.76
2010-03-31,25.6
2010-04-30,26.97
2010-05-31,23.04
2010-06-30,19.36
2010-07-31,21.94
2010-08-31,24.51
2010-09-30,24.23
2010-10-31,25.1
2010-11-30,31.85
2010-12-31,27.49
2011-01-31,23.96
2011-02-28,25.11
2011-03-31,23.26
2011-04-30,24.06
2011-05-31,23.23
2011-06-30,21.82
2011-07-31,23.33
2011-08-31,25.29
2011-09-30,21.34
2011-10-31,24.17
2011-11-30,24.61
2011-12-31,20.99
2012-01-31,17.38
2012-02-29,21.01
2012-03-31,19.59
2012-06-30,17.45
2012-07-31,15.45
2012-08-31,14.81
2012-09-30,14.08
2012-10-31,14.25
2012-11-30,11.31
2012-12-31,13.15
2013-01-31,14.52
2013-02-28,14.35
2013-03-31,14.73
2013-04-30,13.46
2013-05-31,16.41
2013-06-30,13.23
2013-07-31,15.79
2013-08-31,15.5
2013-09-30,19.26
2013-10-31,16.5
2013-11-30,18.7
2013-12-31,16.33
2014-01-31,17.54
2014-02-28,16.97
2014-03-31,15.93
2014-04-30,15.49
2014-05-31,15.4
2014-06-30,15.61
2014-07-31,16.27
2014-08-31,16.92
2014-09-30,20.24
2014-10-31,18.98
2014-11-30,18.63
2014-12-31,17.47
2015-01-31,18.64
2015-02-28,22.68
2015-03-31,31.46
2015-04-30,30.91
2015-05-31,46.85
2015-06-30,38.69
2015-11-30,36.26
2015-12-31,36.15
2016-01-31,23.58
2016-02-29,23.27
2016-03-31,31.55
2016-04-30,28.35
2016-05-31,27.81
2016-06-30,28.6
2016-07-31,28.8
2016-08-31,29.0
2016-09-30,27.67
2016-10-31,29.93
2016-11-30,30.34
2016-12-31,28.96
2017-01-31,27.87
2017-02-28,29.55
2017-03-31,29.63
2017-04-30,25.92
2017-05-31,23.52
2017-06-30,24.12
2017-07-31,21.89
2017-08-31,22.78
2017-09-30,22.01
2017-10-31,24.95
2017-11-30,21.24
2017-12-31,20.39
2018-01-31,18.65
2018-02-28,17.59
2018-03-31,18.4
2018-04-30,16.38
2018-05-31,16.13
2018-06-30,14.15
2018-07-31,14.21
2018-08-31,12.85
2018-09-30,12.97
2018-10-31,11.54
2018-11-30,16.84
2018-12-31,13.67
2019-01-31,12.57
2019-02-28,15.81
2019-03-31,20.16
2019-04-30,18.78
2019-05-31,23.55
2019-06-30,19.18
2019-07-31,17.33
2019-08-31,18.25
2019-09-30,17.93
2019-10-31,16.93
2019-11-30,16.18
2019-12-31,17.4
2020-01-31,17.91
2020-02-29,18.22
2020-03-31,17.11
2020-04-30,21.29
2020-05-31,22.02
2020-06-30,21.57
2020-07-31,24.21
2020-08-31,23.45
2020-09-30,20.75
2020-10-31,19.22
2020-11-30,19.95
2020-12-31,21.89
2021-01-31,18.81
2021-02-28,18.91
2021-03-31,19.64
2021-04-30,18.97
2021-05-31,21.48
2021-06-30,20.38
2021-07-31,19.06
2021-08-31,19.32
2021-09-30,18.19
2021-10-31,17.19
2021-11-30,18.22
2021-12-31,20.32
2022-01-31,19.8
2022-02-28,20.71
2022-03-31,18.19
2022-04-30,16.29
2022-05-31,18.06
2022-06-30,18.77
2022-07-31,19.04
2022-08-31,26.62
2022-09-30,18.18
2022-10-31,18.15
2022-11-30,22.32
2022-12-31,21.7
2023-01-31,26.82
2023-02-28,25.76
2023-03-31,26.13
2023-04-30,25.04
2023-05-31,23.37
2023-06-30,23.04
2023-07-31,23.21
2023-08-31,22.84
2023-09-30,21.85
2023-10-31,21.55
2023-11-30,41.8
2023-12-31,51.64
2024-01-31,34.05
2024-02-29,37.44
2024-03-31,37.24
2024-04-30,33.09
2024-05-31,29.43
2024-06-30,26.42
2024-07-31,25.71
2024-08-31,24.5
2024-09-30,30.09
2024-10-31,31.64
2024-11-30,34.4
2024-12-31,27.03
2025-01-31,25.78
2025-02-28,29.45
2025-03-31,29.45
2025-04-30,27.09
2025-05-31,28.81
2025-06-30,29.65
2025-07-31,29.61
2025-08-31,29.38
2025-09-30,27.92
2025-10-31,28.73
2025-11-30,28.56
2025-12-31,27.52
2026-01-31,28.29
2026-02-28,28.5
2026-03-31,25.08
2026-04-30,24.74
2026-05-31,24.91
