date,close_monthly
2001-08-31,27.03
2001-09-30,27.7
2001-10-31,29.4
2001-11-30,27.74
2001-12-31,35.08
2002-01-31,30.13
2002-02-28,32.87
2002-03-31,32.95
2002-04-30,34.6
2002-05-31,32.95
2002-06-30,36.02
2002-07-31,36.04
2002-08-31,36.17
2002-09-30,34.16
2002-10-31,30.29
2002-11-30,29.9
2002-12-31,27.98
2003-01-31,28.92
2003-02-28,28.21
2003-03-31,26.28
2003-04-30,25.4
2003-05-31,24.74
2003-06-30,23.16
2003-07-31,20.88
2003-08-31,24.0
2003-09-30,22.18
2003-10-31,19.57
2003-11-30,16.31
2003-12-31,18.37
2004-01-31,20.05
2004-02-29,20.37
2004-03-31,20.19
2004-04-30,18.61
2004-05-31,17.88
2004-06-30,16.95
2004-07-31,15.91
2004-08-31,13.04
2004-09-30,15.26
2004-10-31,14.4
2004-11-30,15.2
2004-12-31,14.22
2005-01-31,12.98
2005-02-28,12.04
2005-03-31,10.72
2005-04-30,7.88
2005-05-31,7.05
2005-06-30,7.3
2005-07-31,6.3
2005-08-31,8.5
2005-09-30,7.94
2005-10-31,6.85
2005-11-30,7.87
2005-12-31,7.81
2006-01-31,7.43
2006-02-28,7.28
2006-03-31,6.96
2006-04-30,6.66
2006-05-31,10.47
2006-06-30,10.72
2006-07-31,10.16
2006-08-31,10.31
2006-09-30,10.74
2007-01-31,16.54
2007-02-28,17.83
2007-03-31,17.92
2007-04-30,19.86
2007-05-31,24.38
2007-06-30,15.01
2007-07-31,20.63
2007-08-31,26.66
2007-09-30,24.52
2007-10-31,28.01
2007-11-30,34.61
2007-12-31,41.14
2008-01-31,36.49
2008-02-29,34.3
2008-03-31,24.69
2008-04-30,20.63
2008-05-31,22.18
2008-06-30,24.19
2008-07-31,31.33
2008-08-31,17.92
2008-09-30,16.54
2008-10-31,13.46
2008-11-30,15.6
2008-12-31,20.56
2009-01-31,22.18
2009-02-28,19.31
2009-03-31,21.83
2009-04-30,22.18
2009-05-31,23.01
2009-06-30,22.94
2009-07-31,31.2
2009-08-31,48.35
2009-09-30,39.88
2009-10-31,43.52
2009-11-30,49.1
2009-12-31,52.53
2010-01-31,45.12
2010-02-28,45.84
2010-03-31,40.75
2010-04-30,37.45
2010-05-31,29.98
2010-06-30,27.57
2010-07-31,35.02
2010-08-31,42.19
2010-09-30,39.55
2010-10-31,41.36
2010-11-30,36.97
2010-12-31,43.52
2011-01-31,37.73
2011-02-28,35.88
2011-03-31,34.61
2011-04-30,31.03
2011-05-31,31.2
2011-06-30,31.18
2011-07-31,30.55
2011-08-31,30.22
2011-09-30,27.6
2011-10-31,28.34
2011-11-30,29.61
2011-12-31,22.4
2012-01-31,22.31
2012-02-29,24.25
2012-03-31,22.22
2012-04-30,24.49
2012-05-31,23.75
2012-06-30,22.46
